#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	at1
#Site=	plain
#Title=	bolusat1plain
#Remark=	com
#Date=	16.01.2026 15:44
#Acquired=	16.01.2026 15:44:57
100.564	27.5
101.847	31
103.131	37.5
104.414	35.5
105.697	30.5
106.979	32
108.262	30.5
109.544	36
110.826	34.5
112.109	32.5
113.391	37
114.672	36
115.954	28
117.235	32
118.515	33.5
119.796	35.5
121.076	39.5
122.357	33.5
123.637	29
124.916	30.5
126.196	38
127.475	37
128.754	34
130.033	33.5
131.31	36
132.589	34
133.867	37
135.145	39.5
136.423	33.5
137.701	36
138.978	38
140.256	38
141.533	41
142.809	31
144.086	40
145.361	43
146.637	41
147.913	37
149.189	39
150.464	41.5
151.74	43
153.014	40
154.288	45
155.563	46.5
156.838	41
158.112	38
159.385	37
160.659	45
161.932	41
163.206	41
164.479	43
165.751	40
167.024	39.5
168.296	43
169.567	37
170.84	41
172.112	38.5
173.383	44
174.654	42
175.925	41
177.196	34
178.466	43
179.737	43.5
181.007	44.5
182.276	41.5
183.546	38.5
184.816	41
186.085	46.5
187.354	46.5
188.624	45
189.891	40.5
191.16	41.5
192.427	43.5
193.696	40.5
194.964	41.5
196.231	41
197.499	39
198.765	41.5
200.033	36
201.298	36.5
202.566	37
203.831	39
205.098	46
206.363	38.5
207.629	42.5
208.894	37
210.159	31
211.424	41
212.689	41
213.953	39
215.218	33
216.481	32.5
217.746	34.5
219.009	33
220.273	36
221.536	35.5
222.798	40
224.062	34
225.323	30
226.587	31.5
227.848	36
229.109	37.5
230.372	30.5
231.633	31.5
232.894	35.5
234.156	33
235.416	34.5
236.678	32.5
237.937	35
239.197	35.5
240.457	35.5
241.717	33.5
