#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	at1
#Site=	plain
#Title=	bolusat1plain
#Remark=	com
#Date=	16.01.2026 16:27
#Acquired=	16.01.2026 16:27:29
100.564	29
101.847	31.5
103.131	27
104.414	31.5
105.697	29.5
106.979	27.5
108.262	28.5
109.544	30
110.826	28.5
112.109	30
113.391	33
114.672	34
115.954	31
117.235	27
118.515	31
119.796	32
121.076	27.5
122.357	32
123.637	30
124.916	29
126.196	26
127.475	33
128.754	33
130.033	35
131.31	34.5
132.589	34.5
133.867	35
135.145	31
136.423	36
137.701	39
138.978	39.5
140.256	33.5
141.533	37
142.809	35
144.086	38
145.361	43
146.637	39
147.913	43
149.189	40
150.464	45.5
151.74	37.5
153.014	41
154.288	33.5
155.563	46.5
156.838	42.5
158.112	41.5
159.385	45
160.659	40.5
161.932	39
163.206	43
164.479	42.5
165.751	43.5
167.024	41
168.296	38
169.567	36
170.84	38
172.112	43
173.383	39.5
174.654	41
175.925	42
177.196	36
178.466	47
179.737	39
181.007	36
182.276	39
183.546	40
184.816	40
186.085	41
187.354	43.5
188.624	44.5
189.891	39
191.16	42
192.427	40.5
193.696	40
194.964	42.5
196.231	40.5
197.499	46.5
198.765	40.5
200.033	39
201.298	39
202.566	39.5
203.831	38.5
205.098	36
206.363	32.5
207.629	35
208.894	34
210.159	37.5
211.424	32
212.689	34.5
213.953	39
215.218	33
216.481	38.5
217.746	33.5
219.009	39
220.273	35
221.536	32
222.798	35.5
224.062	30
225.323	28.5
226.587	32.5
227.848	30.5
229.109	37
230.372	31
231.633	32
232.894	29
234.156	31
235.416	29.5
236.678	29
237.937	30.5
239.197	33.5
240.457	28.5
241.717	32.5
242.976	32
244.235	31
245.495	27
246.754	34
248.012	25.5
249.27	30
250.529	26
251.787	25.5
253.045	28
254.302	32
255.56	28.5
256.817	28.5
258.074	29
259.33	25
260.586	28.5
261.844	27
263.1	25.5
264.355	30.5
265.611	25
266.866	32.5
268.121	23
269.377	22.5
270.632	33.5
271.886	28
273.14	34.5
274.394	28
275.648	28
276.902	28.5
278.155	30.5
279.408	27.5
280.663	28
281.915	29
283.168	28
284.42	28.5
285.673	29
286.925	28
288.176	28.5
289.428	28.5
290.679	30.5
291.93	28
293.181	26
294.432	29
295.683	28
296.933	26
298.183	28.5
299.433	24
300.683	26
301.932	28.5
303.182	29.5
304.429	28
305.678	25
306.927	31
308.176	27
309.424	28.5
310.672	26
311.92	27
313.168	29.5
314.415	32
315.661	32
316.908	27.5
318.155	27.5
319.402	28.5
320.648	29
321.895	26
323.139	30
324.385	26
325.631	25
326.877	26
328.122	25.5
329.366	27
330.611	31
331.855	29
333.1	30.5
334.343	24
335.587	28
336.831	28.5
338.074	27.5
339.317	31.5
340.56	25
341.803	27.5
343.044	29
344.287	26
345.53	26
346.771	32.5
348.013	27
349.255	29
350.495	30
351.736	30
352.978	24.5
354.217	33.5
355.458	29.5
356.699	25
357.938	33
359.178	27
360.417	24.5
361.657	24
362.895	29
364.135	26.5
365.374	30
366.612	31.5
367.851	30
369.088	25
370.327	28.5
371.564	29
372.802	29
374.038	25.5
375.276	31
376.512	26.5
377.749	28
378.985	32
380.222	28
381.457	26.5
382.692	25
383.929	26
385.164	26.5
386.4	29
387.634	28
388.869	31
390.103	23
391.337	27
392.572	27.5
393.805	31
395.038	24
396.273	28
397.506	25
398.74	26
399.972	25
401.204	27.5
402.437	27.5
403.669	27
404.901	32
406.132	27
407.365	29
408.596	23
409.826	26
411.058	30
412.289	27
413.519	24.5
414.749	24
415.98	30
417.21	24.5
418.439	29
419.668	21.5
420.897	27
422.128	26.5
423.356	25.5
424.585	25
425.813	25.5
427.041	24
428.269	28
429.498	28
430.725	27
431.952	28.5
433.179	24
434.406	27
435.633	23.5
436.859	27
438.085	28
439.312	30.5
440.537	27
441.764	31.5
442.99	30
444.215	28.5
445.44	28
446.665	30
447.89	27.5
449.114	29.5
450.339	28.5
451.563	27
452.787	28
454.01	29
455.234	24
456.457	29
457.68	25.5
458.903	31
460.126	26.5
461.348	31
462.569	33
463.792	28.5
465.013	28.5
466.235	32
467.457	33
468.678	34
469.899	36.5
471.12	38.5
472.341	30.5
473.56	32
474.781	37.5
476.001	37.5
477.221	39.5
478.441	43.5
479.66	48
480.878	47
482.098	54
483.317	52
484.535	56.5
485.754	63
486.971	62
488.189	62
489.407	60.5
490.625	62.5
491.842	57
493.059	54
494.276	58.5
495.493	59
496.709	52.5
497.926	50.5
499.142	46
500.357	46.5
501.573	45
502.789	42
504.003	42
505.219	39.5
506.434	36.5
507.648	42.5
508.863	37.5
510.078	38
511.291	34.5
512.505	37.5
513.718	33
514.932	37.5
516.145	31
517.358	34
518.572	29.5
519.783	34.5
520.997	32
522.208	32
523.421	29.5
524.632	31
525.844	27
527.055	31
528.266	32
529.477	30.5
530.688	32
531.898	27
533.109	21.5
534.319	29
535.53	28
536.739	27
537.948	30.5
539.158	30
540.366	26
541.576	30
542.784	26.5
543.994	29.5
545.201	23
546.409	29.5
547.618	27.5
548.825	25
550.032	29
551.24	31.5
552.447	25
553.654	29.5
554.861	25
556.067	28.5
557.273	28
558.48	28
559.686	34.5
560.891	29
562.096	29
563.302	31.5
564.507	31
565.712	24.5
566.916	28.5
568.122	29.5
569.326	27
570.529	26
571.733	28
572.936	27.5
574.141	29
575.344	28.5
576.547	29
577.75	29.5
578.952	28
580.154	24
581.358	28.5
582.56	24
583.761	22
584.963	27.5
586.164	30.5
587.365	27.5
588.566	29
589.767	29
590.967	28.5
592.168	31
593.369	27
594.569	28
595.769	25.5
596.969	26.5
598.168	26.5
599.367	28.5
600.566	23
601.765	27
602.964	27
604.162	25
605.361	26
606.559	31.5
607.757	27.5
608.953	26
610.151	32.5
611.348	31
612.545	27.5
613.742	32.5
614.939	28.5
616.135	26
617.332	24.5
618.528	28
619.724	31
620.918	27
622.114	29
623.309	28.5
624.505	28
625.7	29
626.895	25
628.088	29
629.282	30.5
630.477	29
631.671	26
632.865	27.5
634.057	25
635.251	27.5
636.444	29
637.637	26.5
638.829	27
640.022	28.5
641.214	26.5
642.407	29
643.598	28.5
644.79	26
645.982	30.5
647.172	29
648.364	28.5
649.555	24
650.745	28.5
651.936	30
653.126	24.5
654.315	28.5
655.506	29
656.696	33
657.885	31.5
659.074	28.5
660.263	24
661.452	29.5
662.64	29
663.829	31
665.018	31
666.205	29
667.394	28
668.581	28
669.769	29.5
670.955	32
672.143	28.5
673.329	32.5
674.517	26.5
675.703	32.5
676.89	27.5
678.075	33.5
679.262	34
680.447	30
681.632	35
682.818	34.5
684.002	36.5
685.188	31
686.372	38
687.556	37.5
688.741	32.5
689.925	33.5
691.11	30.5
692.293	37
693.476	34.5
694.66	34
695.843	35.5
697.025	38.5
698.209	34.5
699.391	29
700.573	39.5
701.756	42.5
702.938	39.5
704.119	41
705.3	48
706.483	48
707.664	49
708.844	53
710.025	45.5
711.206	48.5
712.386	45
713.566	41
714.746	41
715.925	32.5
717.106	29
718.285	34
719.464	33.5
720.643	28
721.822	29
723	30
724.178	27
725.358	27
726.536	26.5
727.713	24
728.891	27.5
730.068	32
731.245	27.5
732.422	29.5
733.599	26.5
734.775	30
735.952	26
737.128	27.5
738.304	28.5
739.48	28.5
740.656	28
741.831	26.5
743.006	26.5
744.181	27
745.356	25.5
746.531	25
747.706	26.5
748.88	25
750.054	28
751.228	27
752.402	29
753.576	26
754.749	27.5
755.922	27
757.095	26
758.267	28.5
759.44	25.5
760.612	25
761.785	27
762.957	26
764.129	31.5
765.301	26.5
766.471	23.5
767.642	26
768.814	29
769.985	26.5
771.156	26
772.325	29
773.495	28
774.666	28
775.836	27
777.005	28.5
778.174	25
779.344	33
780.513	27
781.681	32.5
782.85	25.5
784.019	28.5
785.187	32
786.355	33
787.523	29
788.69	30
789.858	33.5
791.026	29
792.192	29
793.36	30
794.526	28
795.693	25
796.86	27
798.025	27
799.191	29
800.356	29
801.523	30
802.689	30
803.853	25.5
805.019	28.5
806.183	28.5
807.348	29
808.512	27
809.677	29
810.84	32
812.005	30
813.167	31
814.332	26.5
815.494	29
816.657	27.5
817.82	26
818.982	26
820.146	28
821.307	28
822.47	27
823.632	27
824.793	31
825.955	27.5
827.116	23
828.277	28.5
829.439	26.5
830.599	30
831.759	27
832.92	21.5
834.08	29
835.24	27
836.4	24
837.56	25
838.719	24.5
839.877	27
841.037	25
842.196	25
843.354	27.5
844.512	26.5
845.672	25.5
846.83	25
847.987	25
849.145	28
850.302	27
851.46	28.5
852.617	25
853.774	26.5
854.93	27.5
856.087	27
857.243	25.5
858.4	28
859.556	30
860.712	27.5
861.867	29
863.022	30.5
864.177	29
865.332	27.5
866.487	25
867.642	31
868.796	30
869.95	31
871.104	25
872.258	24.5
873.412	27
874.565	31
875.718	27.5
876.872	26.5
878.024	26
879.177	23
880.33	29
881.482	30.5
882.635	25
883.787	25
884.938	24
886.09	24
887.242	25
888.393	25.5
889.544	29.5
890.695	25.5
891.845	26
892.995	27.5
894.146	28
895.296	31
896.446	25
897.596	25
898.744	25
899.894	28
901.043	26.5
902.193	28
903.342	27.5
904.489	27
905.638	22
906.786	22
907.935	24
909.081	27.5
910.229	23.5
911.377	24
912.525	27
913.671	23.5
914.818	25
915.965	24
917.111	22.5
918.258	26
919.404	25
920.549	26
921.695	22
922.84	25
923.986	30
925.132	28.5
926.276	26.5
927.421	27.5
928.565	26.5
929.71	30
930.855	26.5
931.998	27.5
933.142	26
934.285	23
935.429	26
936.572	27
937.716	25.5
938.858	25.5
940.001	24
941.143	25.5
942.286	25
943.428	24
944.57	25
945.712	25.5
946.854	21
947.995	28
949.135	22
950.277	26
951.418	25
952.559	22.5
953.699	23.5
954.839	25.5
955.98	25
957.119	27.5
958.258	21.5
959.399	25
960.538	28
961.676	25
962.816	27.5
963.955	28.5
965.093	24
966.232	25
967.37	23
968.508	27
969.645	27
970.784	26.75
971.921	25
973.058	22
974.195	27.5
975.333	24
976.469	24.5
977.605	25
978.741	26
979.877	23
981.013	25
982.15	29
983.285	28
984.421	25
985.556	24
986.691	23
987.825	23
988.96	26.5
990.094	24.5
991.228	26.5
992.364	25
993.497	26
994.631	27.5
995.765	24
996.898	27.5
998.031	24
999.164	25.5
1000.3	27
1001.43	23.5
1002.56	25
1003.69	25
1004.83	22
1005.96	28
1007.09	25
1008.22	27
1009.35	25.5
1010.48	22.5
1011.61	26.5
1012.74	25
1013.88	25
1015.01	26.5
1016.14	27.5
1017.27	26.5
1018.4	24
1019.53	20.5
1020.65	24
1021.78	25.5
1022.91	23.5
1024.04	21
1025.17	20
1026.3	24
1027.43	21.5
1028.56	23.5
1029.68	25
1030.81	24.5
1031.94	24
1033.07	23
1034.19	23
1035.32	25.5
1036.45	24.5
1037.58	28.5
1038.7	23
1039.83	28
1040.95	26
1042.08	25
1043.21	23
1044.33	27.5
1045.46	24
1046.58	22
1047.71	21.5
1048.83	26
1049.96	23.5
1051.08	24
1052.21	26.5
1053.33	25
1054.45	28
1055.58	24.5
1056.7	26.5
1057.82	26.5
1058.95	28
1060.07	23
1061.19	26
1062.32	24.5
1063.44	27.5
1064.56	24.5
1065.68	25
1066.81	25
1067.93	26.5
1069.05	24
1070.17	22
1071.29	20.5
1072.41	27
1073.53	26.5
1074.65	25
1075.77	27
1076.89	27
1078.01	23
1079.13	23
1080.25	26
1081.37	24
1082.49	23.5
1083.61	24.5
1084.73	28
1085.85	22.5
1086.97	25
1088.09	26
1089.2	25
1090.32	21
1091.44	24.5
1092.56	27
1093.68	23.5
1094.79	24
1095.91	25
1097.03	21
1098.14	23
1099.26	22.5
1100.38	23
1101.49	26.5
1102.61	25
1103.73	22.5
1104.84	27.5
1105.96	23
1107.07	23.5
1108.19	25.5
1109.3	21
1110.42	25.5
1111.53	22.5
1112.65	24
1113.76	26.5
1114.88	24
1115.99	24.5
1117.1	25.5
1118.22	21
1119.33	25
1120.44	22.5
1121.56	22
1122.67	25.5
1123.78	24.5
1124.89	23.5
1126.01	24
1127.12	26.5
1128.23	28.5
1129.34	26
1130.45	25
1131.56	25.5
1132.67	22.5
1133.79	26
1134.9	27.5
1136.01	25
1137.12	23
1138.23	27.5
1139.34	28
