#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	at1
#Site=	plain
#Title=	bolusat1plain
#Remark=	com
#Date=	16.01.2026 16:24
#Acquired=	16.01.2026 16:24:50
100.564	24
101.847	33
103.131	31
104.414	27.5
105.697	32
106.979	33
108.262	29
109.544	30
110.826	29.5
112.109	30.5
113.391	26.5
114.672	28
115.954	25.5
117.235	35
118.515	33
119.796	30
121.076	31
122.357	35.5
123.637	33
124.916	32
126.196	35
127.475	28
128.754	35.5
130.033	32
131.31	34
132.589	36.5
133.867	35
135.145	38
136.423	34
137.701	37
138.978	32
140.256	31
141.533	36
142.809	35
144.086	40.5
145.361	38.5
146.637	33
147.913	41.5
149.189	36.5
150.464	41.5
151.74	44.5
153.014	35
154.288	41.5
155.563	40.5
156.838	43.5
158.112	41.5
159.385	41
160.659	44
161.932	38
163.206	43
164.479	41.5
165.751	40.5
167.024	46.5
168.296	39
169.567	41.5
170.84	39
172.112	40
173.383	37.5
174.654	43
175.925	37
177.196	39
178.466	40.5
179.737	43.5
181.007	40.5
182.276	41
183.546	43
184.816	46.5
186.085	46.5
187.354	41.5
188.624	41.5
189.891	40
191.16	36
192.427	43.5
193.696	43.5
194.964	47
196.231	41
197.499	40
198.765	41
200.033	41.5
201.298	39.5
202.566	35.5
203.831	39.5
205.098	37.5
206.363	37
207.629	39.5
208.894	37.5
210.159	36.5
211.424	33.5
212.689	33
213.953	35.5
215.218	30
216.481	34.5
217.746	30
219.009	33
220.273	31
221.536	35.5
222.798	32.5
224.062	34.5
225.323	38
226.587	31
227.848	32
229.109	29.5
230.372	32
231.633	34.5
232.894	33
234.156	29.5
235.416	29
236.678	37
237.937	33
239.197	31.5
240.457	28
241.717	30.5
242.976	33.5
244.235	28.5
245.495	31
246.754	33.5
248.012	29.5
249.27	32.5
250.529	28.5
251.787	30.5
253.045	29
254.302	28.5
255.56	24
256.817	28.5
258.074	29.5
259.33	27.5
260.586	33
261.844	29
263.1	30
264.355	27
265.611	28.5
266.866	31.5
268.121	27.5
269.377	28.5
270.632	33
271.886	27.5
273.14	28.5
274.394	26
275.648	31
276.902	30
278.155	25.5
279.408	30.5
280.663	25
281.915	31.5
283.168	30
284.42	32.5
285.673	32
286.925	30
288.176	29
289.428	28.5
290.679	28
291.93	26
293.181	29
294.432	31
295.683	33
296.933	29
298.183	28.5
299.433	27
300.683	27
301.932	30.5
303.182	27
304.429	30
305.678	25
306.927	30
308.176	28
309.424	27
310.672	24.5
311.92	29
313.168	29.5
314.415	27.5
315.661	25
316.908	28
318.155	27.5
319.402	29
320.648	30
321.895	29
323.139	27.5
324.385	31
325.631	28
326.877	31
328.122	27.5
329.366	27
330.611	31
331.855	26.5
333.1	23
334.343	25
335.587	28
336.831	28.5
338.074	30
339.317	24.5
340.56	28
341.803	31
343.044	30
344.287	27.5
345.53	29
346.771	27
348.013	31
349.255	24
350.495	28
351.736	29
352.978	31
354.217	30.5
355.458	26
356.699	29
357.938	28
359.178	26.5
360.417	24
361.657	25.5
362.895	30.5
364.135	20
365.374	29
366.612	28.5
367.851	33
369.088	27.5
370.327	29
371.564	29
372.802	26.5
374.038	27.5
375.276	24
376.512	31
377.749	26
378.985	29
380.222	29
381.457	26
382.692	30
383.929	24.5
385.164	26
386.4	29.5
387.634	30.5
388.869	24
390.103	26
391.337	28
392.572	29
393.805	27
395.038	29
396.273	24.5
397.506	26.5
398.74	26
399.972	28
401.204	32
402.437	27
403.669	30.5
404.901	23.5
406.132	26
407.365	29.5
408.596	27.5
409.826	26
411.058	28
412.289	24
413.519	26
414.749	23
415.98	26
417.21	28
418.439	27
419.668	25
420.897	30
422.128	28.5
423.356	26.5
424.585	28.5
425.813	28.5
427.041	26.5
428.269	31
429.498	26.5
430.725	28
431.952	26.5
433.179	27
434.406	29.5
435.633	27
436.859	27
438.085	27
439.312	29.5
440.537	27
441.764	26.5
442.99	23
444.215	30.5
445.44	29
446.665	29
447.89	29
449.114	29.5
450.339	26.5
451.563	32.5
452.787	28
454.01	29
455.234	24
456.457	30.5
457.68	31.5
458.903	29
460.126	30
461.348	29.5
462.569	27
463.792	31
465.013	29.5
466.235	32.5
467.457	32
468.678	31.5
469.899	33.5
471.12	33
472.341	34.5
473.56	37.5
474.781	41.5
476.001	39
477.221	40
478.441	46.5
479.66	42.5
480.878	53
482.098	55
483.317	51
484.535	60
485.754	59.5
486.971	63.5
488.189	60
489.407	67
490.625	61.5
491.842	62.5
493.059	53
494.276	59.5
495.493	55.5
496.709	51
497.926	52.5
499.142	46.5
500.357	43.5
501.573	46.5
502.789	40.5
504.003	42
505.219	41
506.434	38
507.648	37
508.863	36.5
510.078	32.5
511.291	33
512.505	32
513.718	35.5
514.932	33
516.145	32.5
517.358	32.5
518.572	34
519.783	34.5
520.997	27
522.208	31
523.421	32.5
524.632	29.5
525.844	30
527.055	29.5
528.266	27.5
529.477	29.5
530.688	28
531.898	33.5
533.109	32
534.319	27.5
535.53	30.5
536.739	28.5
537.948	27
539.158	27.5
540.366	24.5
541.576	27.5
542.784	31
543.994	28.5
545.201	31.5
546.409	26
547.618	31
548.825	29
550.032	27.5
551.24	25
552.447	30.5
553.654	27
554.861	30
556.067	27
557.273	30
558.48	29
559.686	27
560.891	28
562.096	30.5
563.302	29
564.507	27.5
565.712	30.5
566.916	27
568.122	28.5
569.326	33
570.529	26
571.733	27.5
572.936	23
574.141	26.5
575.344	32.5
576.547	30.5
577.75	30
578.952	25
580.154	27
581.358	25
582.56	28
583.761	25
584.963	25
586.164	28
587.365	30
588.566	23.5
589.767	27.5
590.967	25
592.168	26
593.369	28
594.569	27.5
595.769	27
596.969	27
598.168	24.5
599.367	27
600.566	29
601.765	32
602.964	29
604.162	30
605.361	30.5
606.559	29.5
607.757	29.5
608.953	28.5
610.151	30
611.348	31.5
612.545	29.5
613.742	26
614.939	28.5
616.135	29
617.332	30.5
618.528	26.5
