#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	at1
#Site=	plain
#Title=	bolusat1plain
#Remark=	com
#Date=	16.01.2026 16:17
#Acquired=	16.01.2026 16:17:04
100.564	27.5
101.847	30.5
103.131	33
104.414	35
105.697	30
106.979	31
108.262	32
109.544	31
110.826	30
112.109	28
113.391	34
114.672	33
115.954	33
117.235	37
118.515	32
119.796	32
121.076	30
122.357	31
123.637	33
124.916	31
126.196	34
127.475	31.5
128.754	35
130.033	33.5
131.31	35
132.589	31.5
133.867	33
135.145	35
136.423	33.5
137.701	39
138.978	35.5
140.256	36.5
141.533	37.5
142.809	38
144.086	33.5
145.361	33.5
146.637	38.5
147.913	32.5
149.189	38.5
150.464	37.5
151.74	40
153.014	40
154.288	42
155.563	43.5
156.838	37
158.112	42.5
159.385	39.5
160.659	40
161.932	36.5
163.206	41.5
164.479	40.5
165.751	36.5
167.024	39
168.296	39.5
169.567	41
170.84	39.5
172.112	35.5
173.383	38
174.654	36
175.925	37.5
177.196	40
178.466	40.5
179.737	39
181.007	42.5
182.276	40
183.546	38
184.816	39.5
186.085	38
187.354	42
188.624	38
189.891	42.5
191.16	41
192.427	42
193.696	35
194.964	44
196.231	41
197.499	38
198.765	37.5
200.033	39
201.298	36
202.566	39.5
203.831	35.5
205.098	39.5
206.363	38.5
207.629	38.5
208.894	38.5
210.159	31
211.424	32
212.689	32
213.953	33.5
215.218	34
216.481	34
217.746	33.5
219.009	36
220.273	37
221.536	31.5
222.798	31
224.062	32
225.323	29
226.587	29
227.848	33.5
229.109	29.5
230.372	34.5
231.633	35
232.894	33
234.156	28
235.416	31.5
236.678	33.5
237.937	31
239.197	29.5
240.457	30
241.717	33.5
242.976	30.5
244.235	29
245.495	28
246.754	31
248.012	28.5
249.27	27.5
250.529	28
251.787	29.5
253.045	31.5
254.302	31
255.56	25.5
256.817	29
258.074	34
259.33	28.5
260.586	26
261.844	29
263.1	29
264.355	29
265.611	26
266.866	25
268.121	28
269.377	29.5
270.632	29.5
271.886	26
273.14	30.5
274.394	24
275.648	30.5
276.902	28.5
278.155	28.5
279.408	29.5
280.663	26.5
281.915	28
283.168	27.5
284.42	25.5
285.673	31
286.925	27
288.176	26.5
289.428	27.5
290.679	27.5
291.93	27.5
293.181	28.5
294.432	30.5
295.683	27
296.933	30.5
298.183	30
299.433	26
300.683	25
301.932	26.5
303.182	31.5
304.429	26
305.678	27.5
306.927	25
308.176	24
309.424	28
310.672	30.5
311.92	25.5
313.168	29
314.415	27
315.661	26.5
316.908	26.5
318.155	27.5
319.402	28
320.648	28.5
321.895	29.5
323.139	30
324.385	28
325.631	25.5
326.877	28.5
328.122	29
329.366	23
330.611	31.5
331.855	28
333.1	26.5
334.343	27
335.587	27
336.831	25.5
338.074	26.5
339.317	27.5
340.56	30
341.803	29.5
343.044	27
344.287	27
345.53	30
346.771	29.5
348.013	26.5
349.255	25.5
350.495	28
351.736	26
352.978	25
354.217	31.5
355.458	29.5
356.699	26
357.938	30.5
359.178	29
360.417	24
361.657	27.5
362.895	30
364.135	29.5
365.374	25
366.612	24
367.851	29
369.088	29
370.327	27.5
371.564	26.5
372.802	31.5
374.038	25.5
375.276	27.5
376.512	27
377.749	28.5
378.985	29.5
380.222	31
381.457	25
382.692	24.5
383.929	28
385.164	25
386.4	28
387.634	31.5
388.869	29.5
390.103	26
391.337	29
392.572	26
393.805	29
395.038	31
396.273	27
397.506	26
398.74	30.5
399.972	26.5
401.204	24.5
402.437	23.5
403.669	29.5
404.901	27
406.132	28.5
407.365	27
408.596	25
409.826	27.5
411.058	26
412.289	27.5
413.519	30.5
414.749	29
415.98	29
417.21	25
418.439	29
419.668	27
420.897	29
422.128	28
423.356	29
424.585	31
425.813	28
427.041	26.5
428.269	25
429.498	29
430.725	23
431.952	32.5
433.179	26
434.406	29
435.633	29
436.859	29
438.085	26
439.312	27.5
440.537	27.5
441.764	27
442.99	29
