#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	a2
#Site=	plain
#Title=	bolusa2plain
#Remark=	com
#Date=	16.01.2026 13:45
#Acquired=	16.01.2026 13:45:52
100.687	29.5
101.971	36
103.254	31.5
104.537	30
105.82	37
107.103	31.5
108.387	31.5
109.669	34
110.951	29
112.233	33
113.514	36.5
114.796	25
116.077	32
117.358	27
118.639	31.5
119.919	34.5
121.2	32
122.48	31
123.76	34
125.039	32.5
126.319	36
127.598	30.5
128.877	36.5
130.156	35.5
131.435	36.5
132.713	29.5
133.992	33.5
135.268	41
136.546	32
137.824	39
139.101	36.5
140.378	36.5
141.655	41
142.932	35.5
144.209	38
145.485	40.5
146.76	38.5
148.036	39.5
149.312	43
150.587	38
151.862	42.5
153.138	45
154.411	45.5
155.686	47.5
156.96	40
158.235	43
159.509	46
160.781	42
162.055	42
163.328	46
164.602	41
165.873	40
167.146	39
168.419	48
169.691	45.5
170.962	39
172.234	38.5
173.506	40
174.777	42.5
176.047	37.5
177.318	40.5
178.589	45.5
179.859	44
181.129	40.5
182.4	42
183.668	41.5
184.938	43.5
186.207	40.5
187.476	44
188.746	43
190.013	44
191.282	45.5
192.551	44
193.818	37.5
195.086	40.5
196.353	36
197.621	42
198.887	42.5
200.154	34.5
201.422	40
202.687	46
203.954	38.5
205.219	34.5
206.486	40
207.751	40.5
209.017	38
210.281	36.5
211.547	34.5
212.811	37
214.076	37.5
215.339	31
216.603	35
217.867	36
219.13	32.5
220.395	36
221.657	33
222.921	33.5
224.183	32
225.445	38.5
226.708	33.5
227.97	33.5
229.232	34
230.493	31
231.754	32
233.016	33
234.277	29
235.537	32
236.799	30.5
238.059	33.5
239.318	29.5
240.579	30.5
241.839	31
243.098	30.5
244.358	31.5
245.617	32.5
246.875	31.5
248.133	28
249.393	28
250.651	34
251.908	26.5
253.166	30
254.424	29
255.681	32.5
256.938	33
258.195	33.5
259.451	29.5
260.709	26
261.965	31.5
263.221	32
264.476	32
265.732	28
266.988	31
268.243	31
269.498	30.5
270.753	35.5
272.007	31
273.261	27.5
274.515	30
275.769	32
277.022	32
278.277	26.5
279.53	34.5
280.783	29
282.036	27.5
283.289	30
284.541	28.5
285.793	28.5
287.045	28.5
288.297	30.5
289.548	33
290.8	27
292.051	26.5
293.302	33
294.552	32
295.803	29
297.053	26.5
298.303	31
299.553	29.5
300.803	32.5
302.053	28.5
303.302	29
304.551	30.5
305.8	31
307.047	29
308.296	28
309.544	31
310.792	30.5
312.04	27.5
313.288	29
314.535	28
315.783	27
317.03	25.5
318.275	30
319.522	30.5
320.768	31
322.015	26.5
323.261	33
324.505	27.5
325.751	25.5
326.997	29
328.242	29
329.487	31.5
330.73	30
331.975	28.5
333.22	28.5
334.464	29
335.707	29
336.95	29
338.194	31
339.438	28
340.68	28.5
341.923	33
343.166	32
344.407	34
345.649	26
346.892	26.5
348.132	28
349.374	26
350.616	28
351.856	27
353.097	32.5
354.337	31
355.578	28
356.818	27
358.058	29
359.298	30.5
360.536	29
361.776	28.5
363.016	28
364.254	31.5
365.493	28.5
366.731	30.5
367.97	29.5
369.207	27.5
370.446	28
371.683	30.5
372.921	28
374.157	29.5
375.395	26
376.631	27.5
377.868	27
379.104	27.5
380.341	31.5
381.576	32
382.813	24
384.048	26.5
385.284	24
386.518	31.5
387.753	25
388.988	27
390.222	29
391.457	30.5
392.691	30
393.924	28
395.159	30
396.392	28.5
397.624	28
398.858	28
400.091	28
401.323	30
402.556	27
403.788	31.5
405.019	33.5
406.252	27.5
407.483	29
408.714	30
409.945	29
411.177	28.5
412.407	31
413.637	27
414.867	29.5
416.099	32.5
417.328	27
418.558	31
419.787	25
421.016	31
422.246	31
423.475	29
424.703	27.5
425.931	29.5
427.159	27.5
428.388	26
429.616	27
430.843	28.5
432.071	28.5
433.298	32
434.524	30
435.751	31.5
436.977	31.5
438.204	34.5
439.431	29
440.657	31
441.883	30.5
443.108	27.5
444.333	26.5
445.558	25.5
446.783	33
448.008	31.5
449.232	34
450.457	31.5
451.681	28
452.905	35
454.128	29
455.352	25
456.575	28
457.798	28
459.021	33
460.244	31
461.466	28.5
462.689	32.5
463.909	34.5
465.131	33.5
466.353	29
467.575	34
468.796	32
470.017	38
471.238	39
472.459	35.5
473.679	38
474.898	42
476.118	39.5
477.338	43.5
478.558	47
479.778	50.5
480.997	49.5
482.215	54
483.434	56.5
484.653	61
485.871	62.5
487.09	62
488.307	59.5
489.525	64
490.743	61.5
491.96	54
493.176	57
494.394	62
495.611	60.5
496.826	47
498.043	56
499.259	43
500.474	48
501.69	48
502.906	43.5
504.121	44.5
505.336	39
506.551	42
507.765	35.5
508.98	34
510.195	39
511.408	38.5
512.622	33
513.835	34.5
515.049	32.5
516.263	31.5
517.475	31.5
518.689	35
519.9	35
521.113	34.5
522.325	28.5
523.537	33
524.748	34
525.961	36
527.171	29.5
528.383	30
529.594	29
530.805	33
532.015	31.5
533.226	33
534.435	33
535.646	29
536.855	34.5
538.066	32
539.274	30
540.483	28.5
541.693	29
542.901	27.5
544.11	32
545.318	26
546.526	28.5
547.734	27
548.942	30.5
550.149	31
551.357	27.5
552.563	31
553.77	27
554.978	27
556.184	29
557.389	28.5
558.596	31.5
559.802	30.5
561.007	32.5
562.212	26
563.419	34
564.623	29.5
565.828	27
567.032	27
568.238	27
569.442	29
570.646	29.5
571.849	30
573.054	29
574.257	31
575.46	26
576.663	32
577.866	31.5
579.068	28
580.272	33
581.474	24.5
582.676	28
583.877	27
585.079	29
586.28	29.5
587.481	30.5
588.682	29
589.883	30
591.083	24.5
592.285	26
593.485	31.5
594.685	29
595.885	29.5
597.084	31.5
598.284	25
599.483	30.5
600.682	30
601.881	28
603.08	33
604.278	26
605.476	28
606.674	27.5
607.872	30.5
609.07	26
610.266	31.5
611.463	27.5
612.661	28
613.857	29
615.054	32
616.251	28
617.447	28.5
618.643	27.5
619.839	24
621.035	29.5
622.229	31
623.425	34
624.62	26
625.815	26
627.01	30.5
628.205	27.5
629.398	31.5
630.592	29.5
631.786	28
632.98	29
634.172	29.5
635.366	28.5
636.559	30.5
637.753	28.5
638.944	27.5
640.137	28
641.33	31
642.522	29
643.713	28
644.905	30.5
646.097	31
647.287	25.5
648.478	28.5
649.67	26
650.859	29.5
652.05	30.5
653.241	29
654.43	34.5
655.621	32
656.811	30
657.999	33
659.189	29
660.378	31.5
661.567	29
662.755	25.5
663.944	29
665.133	28
666.32	28.5
667.508	31
668.695	30.5
669.884	32
671.07	31
672.258	33.5
673.444	32.5
674.631	32.5
675.817	28
677.004	31.5
678.19	33
679.376	31
680.561	37
681.746	32
682.932	34
684.117	31.5
685.302	39.5
686.487	38.5
687.672	35
688.856	37
690.039	32.5
691.224	36
692.407	35
693.59	36.5
694.774	36.5
695.957	38
697.14	38
698.323	36
699.505	34.5
700.687	41
701.87	44.5
703.052	41
704.233	46
705.414	46
706.597	52
707.778	57.5
708.958	50
710.139	54.5
711.32	45
712.5	49.5
713.68	38.5
714.86	34
716.039	37
717.22	34.5
718.399	33.5
719.578	34
720.757	35.5
721.935	30
723.114	30.5
724.292	25
725.471	28
726.649	32.5
727.827	29.5
729.004	30.5
730.182	29.5
731.359	29.5
732.536	29
733.712	32
734.889	31.5
736.065	28
737.242	31.5
738.418	31.5
739.593	27
740.769	30
741.945	28.5
743.12	29.5
744.295	24.5
745.47	29
746.644	30
747.819	25.5
748.993	30
750.168	28.5
751.342	29
752.515	29.5
753.689	29.5
754.862	28.5
756.036	28.5
757.209	29
758.382	26.5
759.553	28.5
760.725	29
761.898	26
763.07	28.5
764.242	31.5
765.414	28.5
766.584	28
767.755	27
768.927	29
770.098	26.5
771.269	27
772.438	29.5
773.608	28
774.779	31
775.949	30
777.117	26
