#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	a2
#Site=	plain
#Title=	bolusa2plain
#Remark=	com
#Date=	16.01.2026 13:48
#Acquired=	16.01.2026 13:48:18
100.687	28
101.971	31
103.254	35
104.537	27.5
105.82	29
107.103	33.5
108.387	33
109.669	29
110.951	34
112.233	30
113.514	32
114.796	35
116.077	34
117.358	35.5
118.639	30
119.919	30
121.2	32.5
122.48	35.5
123.76	36.5
125.039	32.5
126.319	31.5
127.598	29
128.877	33.5
130.156	33.5
131.435	37
132.713	30
133.992	36.5
135.268	37.5
136.546	37
137.824	38.5
139.101	39.5
140.378	38.5
141.655	34
142.932	39.5
144.209	37.5
145.485	36
146.76	38
148.036	41.5
149.312	42.5
150.587	41
151.862	36.5
153.138	42
154.411	43.5
155.686	37
156.96	41
158.235	44.5
159.509	40.5
160.781	46.5
162.055	41
163.328	44
164.602	43
165.873	41
167.146	42
168.419	41
169.691	41
170.962	40
172.234	38.5
173.506	39
174.777	38.5
176.047	40
177.318	38
178.589	44
179.859	37.5
181.129	44
182.4	44
183.668	42
184.938	43.5
186.207	43.5
187.476	45
188.746	39
190.013	45
191.282	39.5
192.551	41.5
193.818	43.5
195.086	39
196.353	36.5
197.621	37
198.887	41
200.154	38
201.422	43.5
202.687	45
203.954	39.5
205.219	39
206.486	40.5
207.751	38
209.017	44.5
210.281	36
211.547	36.5
212.811	41.5
214.076	36
215.339	35.5
216.603	29
217.867	32.5
219.13	34
220.395	35.5
221.657	31
222.921	36.5
224.183	38.5
225.445	34
226.708	33.5
227.97	28.5
229.232	36
230.493	32
231.754	36.5
233.016	31
234.277	33.5
235.537	35
236.799	34
238.059	32.5
239.318	26.5
240.579	29
241.839	33
243.098	34.5
244.358	33.5
245.617	31
246.875	27.5
248.133	33.5
249.393	32.5
250.651	31
251.908	28.5
253.166	30
254.424	32.5
255.681	28
256.938	29.5
258.195	31
259.451	29
260.709	34.5
261.965	30.5
263.221	30.5
264.476	26
265.732	30
266.988	31.5
268.243	31
269.498	29
270.753	31.5
272.007	28
273.261	27.5
274.515	28.5
275.769	31
277.022	25
278.277	30.5
279.53	26.5
280.783	30
282.036	27
283.289	27.5
284.541	30
285.793	29
287.045	28
288.297	28.5
289.548	27
290.8	24
292.051	28
293.302	32
294.552	28.5
295.803	29
297.053	26
298.303	29
299.553	29.5
300.803	31.5
302.053	31
303.302	28
304.551	29.5
305.8	28
307.047	30
308.296	26.5
309.544	28
310.792	29.5
312.04	31
313.288	30
314.535	31
315.783	28
317.03	28
318.275	29.5
319.522	29
320.768	31.5
322.015	28.5
323.261	30.5
324.505	27
325.751	27.5
326.997	26.5
328.242	30
329.487	27
330.73	31
331.975	25.5
333.22	29
334.464	25.5
335.707	29
336.95	32
338.194	32
339.438	28.5
340.68	29
341.923	29.5
343.166	27.5
344.407	27.5
345.649	26
346.892	28
348.132	30
349.374	32
350.616	28
351.856	27
353.097	29
354.337	32.5
355.578	29.5
356.818	25.5
358.058	27
359.298	31.5
360.536	29.5
361.776	30
363.016	28
364.254	27
365.493	27
366.731	32
367.97	31
369.207	23.5
370.446	28
371.683	29.5
372.921	28
374.157	30
375.395	32
376.631	28
377.868	26.5
379.104	28.5
380.341	30.5
381.576	28
382.813	29
384.048	35
385.284	24
386.518	29.5
387.753	31
388.988	24.5
390.222	31.5
391.457	30
392.691	31
393.924	26.5
395.159	27
396.392	28.5
397.624	25.5
398.858	24.5
400.091	32
401.323	25
402.556	30.5
403.788	30.5
405.019	27.5
406.252	30
407.483	27.5
408.714	28
409.945	30.5
411.177	28.5
412.407	30.5
413.637	25.5
414.867	29.5
416.099	30
417.328	28.5
418.558	27
419.787	31.5
421.016	24
422.246	28
423.475	32.5
424.703	30.5
425.931	32
427.159	26
428.388	30.5
429.616	26
430.843	26
432.071	29.5
433.298	27.5
434.524	33
435.751	26
436.977	30
438.204	27.5
439.431	31.5
440.657	27.5
441.883	31
443.108	29
444.333	31.5
445.558	26.5
446.783	27
448.008	27.5
449.232	29
450.457	26.5
451.681	30.5
452.905	29.5
454.128	30
455.352	27
456.575	32
457.798	31.5
459.021	31
460.244	28.5
461.466	31
462.689	29.5
463.909	33
465.131	32
466.353	35
467.575	36
468.796	33
470.017	33.5
471.238	35.5
472.459	37.5
473.679	39
474.898	34
476.118	37.5
477.338	46
478.558	45
479.778	48.5
480.997	50.5
482.215	53
483.434	53
484.653	65.5
485.871	66
487.09	67.5
488.307	63
489.525	65.5
490.743	65.5
491.96	57
493.176	60.5
494.394	56
495.611	55
496.826	51.5
498.043	50.5
499.259	46.5
500.474	45
501.69	44
502.906	39
504.121	40
505.336	37
506.551	37
507.765	39
508.98	37
510.195	33
511.408	35.5
512.622	34.5
513.835	36
515.049	31
516.263	29
517.475	36.5
518.689	35
519.9	35.5
521.113	30.5
522.325	32.5
523.537	32.5
524.748	31
525.961	30
527.171	32.5
528.383	36
529.594	29
530.805	30
532.015	32
533.226	29.5
534.435	30.5
535.646	32.5
536.855	30.5
538.066	29
539.274	30
540.483	33
541.693	26.5
542.901	31.5
544.11	31
545.318	30.5
546.526	31.5
547.734	31
548.942	27.5
550.149	28
551.357	28.5
552.563	30.5
553.77	26.5
554.978	30
556.184	25
557.389	24
558.596	27.5
559.802	29
561.007	31
562.212	27.5
563.419	32
564.623	29
565.828	29.5
567.032	30
568.238	25.5
569.442	25
570.646	30.5
571.849	24
573.054	30.5
574.257	28
575.46	32
576.663	26.5
577.866	30
579.068	32
580.272	27
581.474	30
582.676	27
583.877	29
585.079	25
586.28	27
587.481	27
588.682	27
589.883	32
591.083	27.5
592.285	30
593.485	28.5
594.685	31.5
595.885	30
597.084	28
598.284	30.5
599.483	27.5
600.682	29
601.881	29
603.08	27
604.278	31.5
605.476	29
606.674	29
607.872	29.5
609.07	28.5
610.266	29.5
611.463	31
612.661	25.5
613.857	29
615.054	28.5
616.251	26
617.447	30.5
618.643	30
619.839	30
621.035	29.5
622.229	25
623.425	27.5
624.62	30
625.815	31.5
627.01	30
628.205	31.5
629.398	31
630.592	29
631.786	31.5
632.98	28.5
634.172	27
635.366	30
636.559	31
637.753	29.5
638.944	29
640.137	30
641.33	27.5
642.522	29
643.713	30.5
644.905	26
646.097	34
647.287	32
648.478	28
649.67	24
650.859	25.5
652.05	28.5
653.241	28.5
654.43	31.5
655.621	27.5
656.811	25
657.999	33
659.189	28.5
660.378	27.5
661.567	25.5
662.755	30
663.944	28.5
665.133	28
666.32	30
667.508	33
668.695	30
669.884	31
671.07	34.5
672.258	32
673.444	33.5
674.631	29
675.817	33
677.004	30
678.19	32.5
679.376	33.5
680.561	37
681.746	37
682.932	32
684.117	37.5
685.302	35.5
686.487	33
687.672	38
688.856	35
690.039	36
691.224	36.5
692.407	32
693.59	32.5
694.774	32
695.957	37
697.14	36.5
698.323	35.5
699.505	39
700.687	38.5
701.87	41
703.052	38.5
704.233	45
705.414	52.5
706.597	51.5
707.778	53.5
708.958	51
710.139	50.5
711.32	53
712.5	47
713.68	45.5
714.86	41.5
716.039	33.5
717.22	30
718.399	32.5
719.578	29.5
720.757	33
721.935	29.5
723.114	28
724.292	30.5
725.471	35
726.649	30
727.827	32.5
729.004	31
730.182	32
731.359	23
732.536	24
733.712	28.5
734.889	28
736.065	32
737.242	29
738.418	27.5
739.593	31
740.769	30.5
741.945	29.5
743.12	28.5
744.295	30
745.47	25
746.644	31
747.819	32.5
748.993	30
750.168	30.5
751.342	31
752.515	29
753.689	27
754.862	26.5
756.036	28.5
757.209	29
758.382	25
759.553	30
760.725	31.5
761.898	27.5
763.07	28
764.242	28.5
765.414	30.5
766.584	27.5
767.755	22
768.927	25
770.098	28
771.269	27.5
772.438	31.5
773.608	29
774.779	27
775.949	26.5
777.117	29
778.287	29.5
779.457	34
780.626	30.5
781.794	31
782.963	31.5
784.132	33.5
785.299	31.5
786.468	34
787.636	33
788.803	30
789.971	31.5
791.139	28
792.305	33
793.472	25.5
794.638	32.5
795.805	29
796.972	30.5
798.138	31
799.304	30
800.469	31.5
801.635	28
802.801	29
803.966	30.5
805.131	33
806.295	27
807.461	31.5
808.624	28
809.789	28.5
810.952	28.5
812.117	33
813.28	31
814.444	29.5
815.607	31
816.769	28.5
817.933	23.5
819.095	29
820.258	27.5
821.42	30
822.583	29
823.744	31
