#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	a2
#Site=	lined
#Title=	bolusa2lined
#Remark=	
#Date=	12.01.2026 15:06
#Acquired=	12.01.2026 15:06:44
100.666	21.5
101.95	30
103.233	27.5
104.516	25
105.799	24
107.083	24.5
108.365	26.5
109.648	28.5
110.93	29.5
112.212	30
113.493	24.5
114.775	28.5
116.056	27
117.337	31
118.618	25
119.898	28
121.178	27.5
122.459	27
123.739	30.5
125.018	31
126.298	25
127.577	23
128.856	27.5
130.135	27.5
131.414	25.5
132.692	28
133.971	24
135.249	30
136.525	28
137.803	26.5
139.08	26.5
140.357	27
141.634	28
142.911	31.5
144.188	27
145.464	29
146.74	32
148.015	33
149.291	25.5
150.566	27.5
151.842	24
153.117	26.5
154.392	26.5
155.665	27.5
156.939	23.5
158.214	27.5
159.488	26.5
160.76	23.5
162.034	26
163.307	30.5
164.581	33.5
165.854	30
167.125	26
168.398	24
169.67	28.5
170.941	26
172.213	29
173.485	29.5
174.756	25.5
176.026	28.5
177.298	27
178.569	27
179.838	25.5
181.109	28
182.379	33
183.648	26
184.918	25
186.187	28.5
187.455	30
188.725	27.5
189.992	30.5
191.261	26.5
192.53	30.5
193.797	29.5
195.065	30
196.332	27.5
197.6	27.5
198.866	30.5
200.134	26.5
201.401	33.5
202.667	28
203.933	28.5
205.199	30
206.465	31
207.73	30
208.996	32
210.26	28.5
211.526	26
212.79	28.5
214.055	28
215.319	29
216.582	30.5
217.847	30
219.11	29
220.374	24.5
221.636	29.5
222.9	26.5
224.162	30
225.424	23.5
226.687	28
227.949	25.5
229.212	27
230.473	27.5
231.734	25
232.996	30
234.256	29.5
235.517	26.5
236.778	30.5
238.038	26.5
239.298	29
240.559	30.5
241.818	26
243.077	28
244.337	27.5
245.596	25.5
246.854	26
248.113	21
249.372	26
250.63	30
251.887	23
253.145	26.5
254.404	27
255.661	30.5
256.917	27
258.174	29
259.432	28
260.688	31
261.944	25
263.2	30
264.456	28.5
265.711	26
266.968	26
268.223	24
269.477	30
270.732	30
271.986	25
273.24	25
274.494	26.5
275.748	27
277.003	25
278.257	24.5
279.51	21
280.763	28
282.015	26
283.268	27
284.52	28
285.773	25
287.024	25
288.276	31
289.528	26.5
290.779	22
292.03	27
293.281	25.5
294.532	25
295.782	26
297.033	28.5
298.283	21.5
299.533	23.5
300.783	22
302.032	26.5
303.281	21.5
304.531	27.5
305.78	27
307.028	29
308.275	29
309.524	29.5
310.772	27.5
312.02	25.5
313.267	25.5
314.515	27
315.762	22.5
317.009	26.5
318.255	26.5
319.501	31
320.748	33.5
321.994	28
323.24	26
324.486	28
325.731	25.5
326.976	27
328.221	27.5
329.466	28
330.71	23
331.955	25
333.199	29
334.443	23.5
335.686	31.5
336.93	27.5
338.174	25.5
339.417	25
340.659	29
341.902	28.5
343.145	23.5
344.386	27.5
345.629	29.5
346.871	33
348.112	31.5
349.354	25
350.595	24
351.836	27
353.077	27.5
354.318	30
355.557	22
356.798	25
358.037	29.5
359.277	27
360.518	29.5
361.756	26
362.996	25
364.234	19
365.473	28.5
366.711	26
367.95	28
369.187	26.5
370.426	27
371.662	31
372.901	27
374.137	26
375.375	27
376.611	29.5
377.848	25
379.084	28.5
380.321	26.5
381.556	25.5
382.793	27
384.027	24
385.264	30
386.498	27
387.732	27
388.968	25.5
390.202	26.5
391.437	28
392.671	26.5
393.904	28
395.138	27
396.371	26
397.604	28.5
398.838	28.5
400.07	27.5
401.302	26
402.536	28
403.768	28.5
404.999	25.5
406.232	27
407.463	28.5
408.694	29
409.925	28.5
411.157	27.5
412.387	22
413.617	30
414.847	25.5
416.078	26.5
417.308	27
418.537	28.5
419.767	24.5
420.997	30
422.226	25.5
423.454	28
424.683	27.5
425.911	27
427.139	25
428.368	27
429.596	25.5
430.823	25
432.05	25
433.277	30
434.504	23.5
435.731	24
436.957	24.5
438.185	27.5
439.411	26.5
440.637	27.5
441.862	22
443.088	26
444.313	27
445.538	28
446.763	28
447.988	24.5
449.212	28
450.436	28.5
451.661	31.5
452.884	27.5
454.108	28
455.332	25.5
456.555	29
457.778	28.5
459.001	29
460.224	26
461.446	28
462.668	25.5
463.891	30
465.111	27
466.333	28.5
467.554	28.5
468.776	23.5
469.997	26
471.218	31
472.439	29
473.659	28
474.878	27
476.098	31
477.318	27.5
478.538	29.5
479.758	33
480.977	28
482.195	31
483.414	27
484.633	33
485.851	33
487.07	34.5
488.287	31
489.505	37
490.723	32
491.94	31
493.156	33.5
494.374	33
495.591	32.5
496.806	32
498.023	33.5
499.239	29.5
500.456	28
501.67	31
502.886	27
504.102	30.5
505.316	29
506.531	28
507.745	26.5
508.96	29
510.175	30.5
511.388	27.5
512.602	26
513.815	27
515.029	26
516.243	21.5
517.455	27
518.669	26
519.88	29
521.093	30.5
522.305	31
523.518	27.5
524.729	29.5
525.941	27
527.151	28.5
528.363	28.5
529.574	24
530.785	26.5
531.995	29.5
533.206	27.5
534.416	29
535.626	25.5
536.835	27
538.046	27.5
539.254	30
540.463	25.5
541.673	25.5
542.881	25
544.09	23
545.298	25
546.506	28
547.714	28
548.922	26
550.13	28
551.337	27
552.544	28.5
553.751	27
554.958	24
556.164	25.5
557.37	26
558.577	27.5
559.782	28.5
560.987	28
562.194	30
563.399	25.5
564.604	26.5
565.808	23
567.014	27.5
568.218	28
569.422	29.5
570.626	28
571.829	28.5
573.034	28.5
574.237	27.5
575.44	33
576.643	27.5
577.846	27
579.048	25.5
580.252	26
581.454	27
582.656	25
583.857	28.5
585.059	24.5
586.26	27.5
587.461	28
588.662	29
589.863	30.5
591.065	24
592.265	26
593.465	25
594.665	29.5
595.865	28
597.065	29.5
598.264	28.5
599.463	25.5
600.662	25.5
601.861	28.5
603.06	25.5
604.258	30
605.457	31
606.655	32.5
607.853	31.5
609.05	27.5
610.248	27
611.444	30
612.641	30.5
613.838	31
615.034	25.5
616.231	31
617.427	25
618.624	29.5
619.82	26
621.015	27
622.21	26.5
623.405	27
624.6	24.5
625.795	28
626.99	28
628.185	26.5
629.378	30.5
630.572	26
631.766	29.5
632.96	27.5
634.154	23
635.346	22
636.54	25
637.733	25
638.926	27
640.117	25.5
641.31	24.5
642.502	28
643.693	27
644.885	32
646.077	28.5
647.267	27.5
648.459	25
649.65	27.5
650.84	26
652.031	28.5
653.222	30.5
654.411	26.5
655.601	28.5
656.791	29
657.98	28
659.17	32
660.358	31
661.547	28.5
662.737	27.5
663.924	33
665.113	28.5
666.3	28
667.489	28
668.676	25
669.864	28
671.05	28.5
672.238	31.5
673.424	25.5
674.612	27.5
675.798	24
676.985	29
678.17	28.5
679.357	26.5
680.542	28.5
681.728	27.5
682.913	28.5
684.097	27.5
685.283	28
686.467	28.5
687.652	28.5
688.836	27
690.02	24
691.205	30
692.388	26
693.571	27.5
694.755	29.5
695.938	28.5
697.12	35
698.304	30.5
699.486	30.5
700.668	29.5
701.851	23.5
703.032	31
704.214	34
705.395	34
706.577	28.5
707.758	35.5
708.939	26
710.119	32
711.301	32.5
712.481	29
713.661	30
714.84	29
716.02	29.5
717.201	28
718.38	30.5
719.559	25
720.737	30
721.916	25
723.094	28
724.274	29.5
725.452	25.5
726.63	29
727.808	29.5
728.985	29
730.162	24
731.339	28
732.516	30.5
733.693	31
734.87	26
736.046	26
737.222	28.5
738.398	30
739.574	24.5
740.75	25
741.925	27
743.1	28
744.276	26
745.45	25.5
746.625	24
747.8	30
748.974	26.5
750.148	28.5
751.322	24.5
752.496	25
753.67	29
754.843	24.5
756.016	27.5
757.189	31
758.362	26
759.534	26
760.706	31
761.878	27
763.051	29.5
764.223	24.5
765.394	26
766.565	25
767.736	28
768.907	27.5
770.078	28
771.249	27
772.419	27
773.589	27.5
774.759	30
775.93	23
777.098	29.5
778.268	29
779.438	27.5
780.607	30
781.775	30.5
782.944	26
784.113	24.5
785.28	25
786.449	27
787.617	27
788.784	28
789.952	27
791.12	31.5
792.286	27
793.453	27
794.62	22
795.786	27
796.953	28.5
798.118	29
799.285	29.5
800.45	26
801.616	27
802.782	28
803.946	26.5
805.112	24
806.276	29.5
807.441	23
808.605	26.5
809.77	27.5
810.933	27
812.098	31
813.261	26
814.425	30.5
815.588	27.5
816.75	29
817.914	27.5
819.076	26.5
820.239	23
821.401	28
822.564	27
823.725	27.5
824.886	26
826.048	24.5
827.209	26.5
828.37	27.5
829.532	23
830.692	27
831.852	24.5
833.013	24
834.173	23
835.333	28
836.493	28
837.653	26.5
838.812	28.5
839.972	24
841.13	27
842.289	27.5
843.447	24
844.607	27.5
845.765	28
846.922	29
848.08	29.5
849.237	27.5
850.396	28
851.553	24.5
852.71	24
853.867	26.5
855.023	28
856.179	25.5
857.337	27.5
858.493	25.5
859.649	24.5
860.804	26
861.96	25
863.115	29.5
864.27	27
865.425	24
866.58	27
867.734	29
868.888	23
870.043	27
871.197	28.5
872.35	24
873.504	24
874.658	31
875.811	25
876.964	25.5
878.117	26.5
879.27	27
880.422	24
881.575	32
882.727	27.5
883.879	22.5
885.031	30
886.182	27
887.334	28
888.485	26.5
889.636	28
890.787	29
891.937	23.5
893.088	24.5
894.238	27.5
895.388	25.5
896.538	26
897.688	26
898.837	25
899.986	27
901.136	26.5
902.285	24
903.434	27.5
904.581	26
905.73	29
906.878	25
908.027	27
909.174	27
910.321	22.5
911.469	26
912.617	29
913.763	28.5
914.91	28
916.057	23
917.203	28
918.35	27
919.496	27.5
920.641	24.5
921.787	24
922.933	26
924.078	24.5
925.224	22.5
926.368	25
927.513	25
928.658	29.5
929.802	25.5
930.946	26
932.09	26
933.234	26
934.377	22.5
935.521	26
936.664	23.5
937.807	27
938.95	24.5
940.093	26.5
941.235	26.5
942.378	27
943.519	26
944.662	24
945.803	23
946.946	23
948.086	27.5
949.227	24.5
950.369	29.5
951.509	25
952.651	24.5
953.79	24
954.93	25
956.071	30.5
957.211	22
958.35	26
959.49	23.5
960.629	24.5
961.768	27.5
962.908	24
964.046	27.5
965.184	27
966.323	26
967.461	24
968.599	24.5
969.736	27
970.875	28.75
972.012	28.5
973.149	25.5
974.286	24.5
975.424	29.5
976.56	25.5
977.697	26.5
978.833	23
979.969	31
981.104	27.5
982.241	29
983.377	28.5
984.512	26
985.647	27.5
986.782	26.5
987.916	24
989.051	24
990.185	22.5
991.321	22.5
992.455	26
993.589	22
994.722	28
995.856	23.5
996.989	28
998.122	26
999.255	28.5
1000.39	20
1001.52	25.5
1002.65	30
1003.79	23.5
1004.92	26
1006.05	28
1007.18	27.5
1008.31	29.5
1009.44	23
1010.57	26
1011.7	24
1012.84	28
1013.97	26.5
1015.1	27
1016.23	26.5
1017.36	24
1018.49	27.5
1019.62	23.5
1020.75	20.5
1021.88	27
1023	27
1024.13	27.5
1025.26	24
1026.39	29.5
1027.52	26
1028.65	27.5
1029.78	25
1030.9	25
1032.03	23
1033.16	23
1034.29	28
1035.41	25
1036.54	25.5
1037.67	28.5
1038.79	26
1039.92	24
1041.04	27
1042.17	23
1043.3	24
1044.42	27.5
1045.55	26
1046.67	24
1047.8	23
1048.92	26
1050.05	25
1051.17	25
1052.3	24.5
1053.42	23.5
1054.54	23.5
1055.67	24.5
1056.79	28
1057.91	29
1059.04	22.5
1060.16	23.5
1061.28	24.5
1062.41	25
1063.53	23
1064.65	26.5
1065.77	28
1066.9	29
1068.02	27.5
1069.14	25
1070.26	17.5
1071.38	26
1072.5	26
1073.62	24.5
1074.74	25
1075.86	28.5
1076.98	23
1078.1	24.5
1079.22	20.5
1080.34	25.5
1081.46	28.5
1082.58	25.5
1083.7	24
1084.82	24
1085.94	26
1087.06	22
1088.18	25
1089.29	24.5
1090.41	26.5
1091.53	22
1092.65	25
1093.77	23.5
1094.88	26
1096	30
1097.12	27
1098.23	26.5
1099.35	24
1100.47	21.5
1101.58	25
1102.7	23.5
1103.82	24
1104.93	26
1106.05	24
1107.16	24
1108.28	26
1109.39	26
1110.51	26
1111.62	26.5
1112.74	25.5
1113.85	27.5
1114.96	27.5
1116.08	23.5
1117.19	27
1118.31	25.5
1119.42	26
1120.53	26
1121.65	26
1122.76	26
1123.87	25
1124.98	21
1126.1	22
1127.21	24.5
1128.32	26.5
1129.43	24.5
1130.54	23
1131.65	27
1132.76	26
1133.88	25.5
1134.99	21
1136.1	26
1137.21	25
1138.32	24.5
1139.43	21
1140.54	24
1141.65	24.5
1142.76	24.5
1143.87	20.5
1144.98	22.5
1146.08	26
1147.19	24.5
1148.3	25
1149.41	22
1150.52	23.5
1151.63	27
1152.73	26
1153.84	26.5
1154.95	21
1156.06	25
1157.17	21
1158.27	24
1159.38	24.5
1160.49	22.5
1161.59	23
1162.7	26
1163.8	25
1164.91	26
1166.02	30
1167.12	24.5
1168.23	30
1169.33	29
1170.44	21
1171.54	26
1172.65	23.5
1173.75	23
1174.86	26
1175.96	21
1177.06	26
1178.17	24
1179.27	29
1180.37	25.5
1181.48	23
1182.58	21
1183.68	23
1184.79	22.5
1185.89	26.5
1186.99	21.5
1188.09	25
1189.2	26
1190.3	22
1191.4	27.5
1192.5	23
1193.6	24.5
1194.7	22.5076
1195.8	24.9566
1196.9	23.6092
1198.01	26.5247
1199.11	22.0709
1200.21	25.318
1201.31	24.3681
1202.41	25.2705
1203.5	24.4518
1204.6	23.969
1205.7	26.6962
1206.8	22.867
1207.9	26.5299
1209	19.8104
1210.1	27.3112
1211.2	27.7961
1212.3	23.5194
1213.39	20.2768
1214.49	24.7586
1215.59	25.0947
1216.69	27.0129
1217.78	22.6869
1218.88	24.2019
1219.98	25.05
1221.08	25.648
1222.17	25.6944
1223.27	26.6282
1224.37	23.6885
