#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	a2
#Site=	plain
#Title=	bolusa2plain
#Remark=	com
#Date=	16.01.2026 14:19
#Acquired=	16.01.2026 14:19:02
100.687	31
101.971	30.5
103.254	33.5
104.537	37
105.82	33.5
107.103	33.5
108.387	32.5
109.669	36
110.951	31
112.233	31.5
113.514	34.5
114.796	34.5
116.077	33.5
117.358	29.5
118.639	32.5
119.919	33
121.2	33.5
122.48	33
123.76	31.5
125.039	33
126.319	36
127.598	33
128.877	32
130.156	40
131.435	33
132.713	34
133.992	41
135.268	35.5
136.546	34
137.824	37
139.101	38.5
140.378	35.5
141.655	40.5
142.932	42.5
144.209	39
145.485	40.5
146.76	44
148.036	39
149.312	40
150.587	45
151.862	38.5
153.138	47
154.411	40.5
155.686	45
156.96	42.5
158.235	38
159.509	44
160.781	41.5
162.055	42.5
163.328	42.5
164.602	37
165.873	38
167.146	44.5
168.419	42.5
169.691	41.5
170.962	42
172.234	44
173.506	43.5
174.777	36.5
176.047	41.5
177.318	44
178.589	48.5
179.859	43
181.129	40
182.4	47.5
183.668	39.5
184.938	40
186.207	45.5
187.476	43.5
188.746	43.5
190.013	47
191.282	43
192.551	45
193.818	45
195.086	39
196.353	40
197.621	45
198.887	43
200.154	41
201.422	37
202.687	40
203.954	39
205.219	39.5
206.486	36
207.751	35
209.017	35
210.281	38
211.547	38.5
212.811	35.5
214.076	38
215.339	34
216.603	37
217.867	35.5
219.13	31
220.395	40.5
221.657	37
222.921	37
224.183	36
225.445	33.5
226.708	30.5
227.97	33.5
229.232	32.5
230.493	31
231.754	28
233.016	32
234.277	32
235.537	33
236.799	38.5
238.059	27.5
239.318	34
240.579	30.5
241.839	34
243.098	33
244.358	29
245.617	29.5
246.875	29.5
248.133	28.5
249.393	32
250.651	29
251.908	35
253.166	30.5
254.424	27
255.681	32
256.938	30
258.195	32
259.451	32
260.709	31
261.965	27
263.221	30.5
264.476	29.5
265.732	31.5
266.988	33.5
268.243	32
269.498	30
270.753	30.5
272.007	29.5
273.261	28
274.515	27.5
275.769	34
277.022	28.5
278.277	29.5
279.53	29
280.783	27.5
282.036	28.5
283.289	31.5
284.541	27.5
285.793	29.5
287.045	26
288.297	27
289.548	29.5
290.8	31
292.051	28
293.302	29
294.552	27.5
295.803	26
297.053	29
298.303	32.5
299.553	26
300.803	28.5
302.053	24.5
303.302	29.5
304.551	29.5
305.8	28.5
307.047	30
308.296	30.5
309.544	31.5
310.792	29.5
312.04	30
313.288	28
314.535	30
315.783	30
317.03	32
318.275	31
319.522	31
320.768	30
322.015	29.5
323.261	33
324.505	30.5
325.751	29
326.997	34.5
328.242	27.5
329.487	32
330.73	32.5
331.975	28
333.22	31.5
334.464	31.5
335.707	32
336.95	31
338.194	28
339.438	32
340.68	31.5
341.923	27.5
343.166	32.5
344.407	32.5
345.649	31
346.892	34.5
348.132	28.5
349.374	28.5
350.616	26.5
351.856	27.5
353.097	31
354.337	32.5
355.578	26
356.818	28.5
358.058	27.5
359.298	30
360.536	30.5
361.776	30
363.016	31
364.254	25.5
365.493	31
366.731	30
367.97	29.5
369.207	22
370.446	30.5
371.683	29
372.921	26.5
374.157	31
375.395	31
376.631	23.5
377.868	28
379.104	33
380.341	32.5
381.576	26
382.813	28
384.048	32
385.284	33
386.518	29.5
387.753	30.5
388.988	29
390.222	29.5
391.457	26.5
392.691	27
393.924	29.5
395.159	28.5
396.392	27.5
397.624	29
398.858	29
400.091	30
401.323	31
402.556	30.5
403.788	33.5
405.019	28.5
406.252	27
407.483	27.5
408.714	28.5
409.945	28
411.177	28
412.407	25.5
413.637	29
414.867	29
416.099	26.5
417.328	30.5
418.558	28.5
419.787	29
421.016	31
422.246	31
423.475	31.5
424.703	30
425.931	28
427.159	27
428.388	30
429.616	29
430.843	28
432.071	29.5
433.298	30.5
434.524	31
435.751	28
436.977	31
438.204	30
439.431	31
440.657	30
441.883	26
443.108	34
444.333	29
445.558	29.5
446.783	27.5
448.008	28
449.232	32
450.457	30
451.681	30
452.905	29
454.128	28
455.352	34
456.575	33.5
457.798	32
459.021	32.5
460.244	27.5
461.466	31
462.689	27
463.909	30
465.131	34.5
