#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	a2
#Site=	plain
#Title=	bolusa2plain
#Remark=	com
#Date=	16.01.2026 14:03
#Acquired=	16.01.2026 14:03:43
100.687	27
101.971	34
103.254	34
104.537	28.5
105.82	33
107.103	33
108.387	30.5
109.669	30
110.951	30
112.233	32
113.514	32.5
114.796	31
116.077	28
117.358	33
118.639	32.5
119.919	30
121.2	30
122.48	34
123.76	36.5
125.039	31
126.319	34
127.598	33
128.877	36.5
130.156	33
131.435	34
132.713	40
133.992	37.5
135.268	36.5
136.546	35
137.824	36.5
139.101	35.5
140.378	38.5
141.655	31.5
142.932	35
144.209	39.5
145.485	34.5
146.76	43
148.036	38
149.312	42.5
150.587	42
151.862	41.5
153.138	42.5
154.411	45
155.686	38.5
156.96	43.5
158.235	38
159.509	40
160.781	46
162.055	41
163.328	41
164.602	41.5
165.873	42.5
167.146	38
168.419	39
169.691	37.5
170.962	37
172.234	37.5
173.506	44.5
174.777	40.5
176.047	42
177.318	41
178.589	39
179.859	38
181.129	41
182.4	41.5
183.668	44.5
184.938	42
186.207	43
187.476	37.5
188.746	41
190.013	39.5
191.282	46
192.551	40.5
193.818	45.5
195.086	40
196.353	38.5
197.621	50
198.887	39
200.154	35
201.422	42
202.687	42
203.954	39
205.219	37
206.486	41.5
207.751	37
209.017	39
210.281	36.5
211.547	39
212.811	35
214.076	34.5
215.339	30
216.603	40
217.867	39.5
219.13	34
220.395	38
221.657	32
222.921	30
224.183	34.5
225.445	33.5
226.708	36.5
227.97	34
229.232	33.5
230.493	32.5
231.754	34.5
233.016	31
234.277	29.5
235.537	31
236.799	32.5
238.059	33.5
239.318	29.5
240.579	36
241.839	33.5
243.098	33
244.358	29
245.617	31
246.875	30.5
248.133	32
249.393	30
250.651	29
251.908	30
253.166	30
254.424	31.5
255.681	32
256.938	29
258.195	29.5
259.451	30
260.709	30
261.965	36
263.221	31.5
264.476	28
265.732	31
266.988	33.5
268.243	32
269.498	33.5
270.753	34
272.007	32
273.261	29.5
274.515	30
275.769	28.5
277.022	28.5
278.277	32.5
279.53	24.5
280.783	29.5
282.036	32.5
283.289	33
284.541	30
285.793	30
287.045	31
288.297	28
289.548	27.5
290.8	27.5
292.051	31
293.302	27
294.552	32
295.803	29.5
297.053	26.5
298.303	30
299.553	26.5
300.803	27
302.053	29.5
303.302	30
304.551	29.5
305.8	27.5
307.047	29
308.296	26.5
309.544	29
