#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	a2
#Site=	plain
#Title=	bolusa2plain
#Remark=	com
#Date=	16.01.2026 14:29
#Acquired=	16.01.2026 14:29:51
100.687	30.5
101.971	33
103.254	33.5
104.537	33
105.82	32
107.103	31.5
108.387	31
109.669	29
110.951	32.5
112.233	30.5
113.514	35.5
114.796	31
116.077	33.5
117.358	34.5
118.639	32
119.919	32
121.2	29
122.48	35.5
123.76	32.5
125.039	36.5
126.319	34.5
127.598	34
128.877	34
130.156	41.5
131.435	34.5
132.713	38
133.992	36
135.268	35.5
136.546	37.5
137.824	35.5
139.101	34.5
140.378	38.5
141.655	41
142.932	38
144.209	34
145.485	42
146.76	42
148.036	41.5
149.312	40.5
150.587	38
151.862	47
153.138	40.5
154.411	41
155.686	43.5
156.96	44
158.235	46
159.509	44.5
160.781	43
162.055	41
163.328	39
164.602	42
165.873	43.5
167.146	45
168.419	45.5
169.691	39
170.962	44
172.234	38
173.506	47
174.777	42
176.047	42
177.318	40.5
178.589	41
179.859	45.5
181.129	42.5
182.4	39
183.668	43.5
184.938	43
186.207	45
187.476	41.5
188.746	42
190.013	48
191.282	44.5
192.551	39.5
193.818	42
195.086	40
196.353	42.5
197.621	45
198.887	45.5
200.154	37
201.422	36.5
202.687	41
203.954	38
205.219	36.5
206.486	38
207.751	37.5
209.017	42
210.281	35
211.547	36
212.811	39
214.076	39.5
215.339	36
216.603	34
217.867	34
219.13	33.5
220.395	35.5
221.657	36
222.921	30
224.183	38.5
225.445	34.5
226.708	38
227.97	31
229.232	36
230.493	32.5
231.754	33.5
233.016	33.5
234.277	36
235.537	33
236.799	30
238.059	28.5
239.318	36.5
240.579	32
241.839	30
243.098	29.5
244.358	33.5
245.617	31
246.875	35
248.133	35
249.393	34
250.651	29
251.908	32
253.166	34
254.424	33
255.681	33
256.938	28
258.195	33
259.451	30
260.709	28.5
261.965	32
263.221	30
264.476	28
265.732	32
266.988	31.5
268.243	27
269.498	32
270.753	38
272.007	30
273.261	31.5
274.515	28.5
275.769	30.5
277.022	33
278.277	32.5
279.53	30.5
280.783	31.5
282.036	29.5
283.289	34.5
284.541	25
285.793	31.5
287.045	29
288.297	29.5
289.548	30
290.8	30.5
292.051	32
293.302	33
294.552	29.5
295.803	29.5
297.053	29.5
298.303	32
299.553	33
300.803	27
302.053	32.5
303.302	33.5
304.551	29
305.8	24
307.047	28
308.296	27.5
309.544	31
310.792	27
312.04	30
313.288	31
314.535	30
315.783	32
317.03	26.5
318.275	31
319.522	28.5
320.768	30
322.015	26
323.261	31
324.505	29
325.751	28
326.997	25.5
328.242	32.5
329.487	34.5
330.73	32.5
331.975	29
333.22	28
334.464	31
335.707	30
336.95	34.5
338.194	33
339.438	29.5
340.68	30.5
341.923	31.5
343.166	31.5
344.407	30.5
345.649	29
346.892	29
348.132	33
349.374	31.5
350.616	29
351.856	31
353.097	31
354.337	35
355.578	34.5
356.818	28.5
358.058	30
359.298	30
360.536	28
361.776	29
363.016	29.5
364.254	28
365.493	26.5
366.731	29
367.97	34.5
369.207	30.5
370.446	32
371.683	31.5
372.921	32.5
374.157	31.5
375.395	33
376.631	27.5
377.868	24
379.104	33
380.341	34
381.576	30
382.813	28.5
384.048	25.5
385.284	30.5
386.518	32.5
387.753	32
388.988	30.5
390.222	30.5
391.457	27
392.691	31.5
393.924	31.5
395.159	27
396.392	29
397.624	32.5
398.858	28
400.091	30
401.323	29.5
402.556	32
403.788	28
405.019	28.5
406.252	27
407.483	27.5
408.714	29
409.945	29
411.177	32
412.407	28
413.637	29
414.867	30.5
416.099	30
417.328	32
418.558	28
419.787	28.5
421.016	33
422.246	30
423.475	31
424.703	33.5
425.931	28
427.159	25
428.388	29.5
429.616	32
430.843	34
432.071	27
433.298	30
434.524	29.5
435.751	31
436.977	30
438.204	32
439.431	33
440.657	32.5
441.883	34
443.108	30.5
444.333	30.5
445.558	33
446.783	28
448.008	32
449.232	36
450.457	32.5
451.681	31
452.905	31
454.128	28.5
455.352	31.5
456.575	29
457.798	31
459.021	32
460.244	31
461.466	34
462.689	31.5
463.909	31.5
465.131	34.5
466.353	39
467.575	33.5
468.796	35.5
470.017	37
471.238	37
472.459	34
473.679	37.5
474.898	46.5
476.118	43
477.338	46
478.558	53
479.778	50.5
480.997	44
482.215	54
483.434	61.5
484.653	62
485.871	67
487.09	68.5
488.307	60
489.525	74
490.743	66.5
491.96	64
493.176	61.5
494.394	60
495.611	51
496.826	55.5
498.043	50
499.259	51
500.474	49.5
501.69	43
502.906	46.5
504.121	43.5
505.336	42.5
506.551	38
507.765	41
508.98	37
510.195	39
511.408	39
512.622	30
513.835	37
515.049	38
516.263	34.5
517.475	33.5
518.689	33.5
519.9	34
521.113	36.5
522.325	35.5
523.537	37.5
524.748	35
525.961	30
527.171	33.5
528.383	35
529.594	29.5
530.805	35
532.015	31
533.226	30.5
534.435	33
535.646	29
536.855	30
538.066	28.5
539.274	31.5
540.483	29.5
541.693	31
542.901	34.5
544.11	31
545.318	31.5
546.526	35
547.734	31.5
548.942	28.5
550.149	31.5
551.357	28.5
552.563	32
553.77	33.5
554.978	36
556.184	29
557.389	31
558.596	29
559.802	35
561.007	32.5
562.212	30
563.419	30
564.623	32
565.828	29
567.032	26
568.238	30
569.442	26
570.646	25.5
571.849	30
573.054	28.5
574.257	27
575.46	30
576.663	27.5
577.866	32
579.068	29.5
580.272	31
581.474	30
582.676	29.5
583.877	29.5
585.079	32.5
586.28	29
587.481	30
588.682	33.5
589.883	25
591.083	31.5
592.285	31
593.485	33.5
594.685	29
595.885	29
597.084	32
598.284	29.5
599.483	33
600.682	27.5
601.881	30
603.08	30
604.278	27.5
605.476	33
606.674	30.5
607.872	31.5
609.07	30.5
610.266	32.5
611.463	30
612.661	30
613.857	31
615.054	28.5
616.251	33.5
617.447	29
618.643	28.5
619.839	28
621.035	30
622.229	31.5
623.425	34
624.62	31
625.815	33
627.01	28.5
628.205	30.5
629.398	32.5
630.592	29.5
631.786	29.5
632.98	28.5
634.172	29.5
635.366	25
636.559	30
637.753	27
638.944	28.5
640.137	34
641.33	33.5
642.522	27.5
643.713	31
644.905	31
646.097	28.5
647.287	28
648.478	30
649.67	26.5
650.859	31.5
652.05	30
653.241	32.5
654.43	29
655.621	28.5
656.811	32.5
657.999	25.5
659.189	30
660.378	30.5
661.567	30
662.755	33
663.944	29
665.133	28
666.32	31
667.508	31
668.695	29
669.884	31
671.07	30.5
672.258	31
673.444	28
674.631	29
675.817	34.5
677.004	33.5
678.19	32
679.376	36
680.561	34
681.746	34.5
682.932	38.5
684.117	31
685.302	40.5
686.487	35
687.672	42
688.856	32
690.039	35.5
691.224	35.5
692.407	41
693.59	40.5
694.774	35
695.957	33.5
697.14	38.5
698.323	38.5
699.505	38
700.687	40.5
701.87	45
703.052	42
704.233	47
705.414	45
706.597	52.5
707.778	48
708.958	52.5
710.139	51
711.32	49.5
712.5	47.5
713.68	41
714.86	42.5
716.039	39
717.22	34
718.399	33.5
719.578	32.5
720.757	34
721.935	30.5
723.114	31.5
724.292	30.5
725.471	27.5
726.649	36
727.827	28
729.004	31
730.182	26
731.359	31.5
732.536	29.5
733.712	32
734.889	29.5
736.065	31.5
737.242	30.5
738.418	30
739.593	27.5
740.769	31
741.945	28.5
743.12	30.5
744.295	27.5
745.47	31
746.644	27
747.819	35.5
748.993	30
750.168	31.5
751.342	32
752.515	31.5
753.689	33.5
754.862	28
756.036	30
757.209	26
758.382	29.5
759.553	30.5
760.725	26.5
761.898	27.5
763.07	27.5
764.242	30
765.414	30.5
766.584	31
767.755	30
768.927	27.5
770.098	26
771.269	27
772.438	31.5
773.608	28
774.779	27
775.949	29
777.117	30
778.287	25.5
779.457	31.5
780.626	33
781.794	31
782.963	32.5
784.132	32.5
785.299	36
786.468	31
787.636	31.5
788.803	34.5
789.971	33
791.139	31.5
792.305	28.5
793.472	29.5
794.638	31
795.805	31
796.972	27
798.138	29
799.304	30
800.469	32.5
801.635	26
802.801	27
803.966	31
805.131	34.5
806.295	28.5
807.461	28.5
808.624	30.5
809.789	28
810.952	30
812.117	27.5
813.28	30
814.444	31.5
815.607	29
816.769	27
817.933	32
819.095	30
820.258	26.5
821.42	29.5
822.583	27
823.744	30.5
824.905	27
826.068	28.5
827.228	28
828.389	31.5
829.551	26
830.711	29.5
831.871	28.5
833.032	26.5
834.192	25.5
835.352	32
836.513	26
837.672	30.5
