#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	a2
#Site=	plain
#Title=	bolusa2plain
#Remark=	com
#Date=	16.01.2026 14:25
#Acquired=	16.01.2026 14:25:18
100.687	30
101.971	30
103.254	34
104.537	36
105.82	31.5
107.103	31
108.387	32.5
109.669	26.5
110.951	32.5
112.233	31
113.514	29
114.796	30
116.077	33
117.358	33.5
118.639	32.5
119.919	36
121.2	30.5
122.48	37.5
123.76	32.5
125.039	33
126.319	36.5
127.598	36.5
128.877	35.5
130.156	33
131.435	31.5
132.713	34.5
133.992	35.5
135.268	36
136.546	40
137.824	32.5
139.101	37
140.378	37.5
141.655	36.5
142.932	40
144.209	39
145.485	39.5
146.76	36
148.036	40.5
149.312	45.5
150.587	45
151.862	37
153.138	48
154.411	36
155.686	48.5
156.96	39
158.235	46
159.509	45.5
160.781	40
162.055	41.5
163.328	49
164.602	40
165.873	44.5
167.146	41.5
168.419	38
169.691	41.5
170.962	43
172.234	42
173.506	43
174.777	44
176.047	42.5
177.318	43.5
178.589	42.5
179.859	43.5
181.129	46.5
182.4	42
183.668	41
184.938	46.5
186.207	42.5
187.476	42
188.746	42.5
190.013	41
191.282	46.5
192.551	42.5
193.818	43.5
195.086	43.5
196.353	46.5
197.621	42
198.887	42.5
200.154	40.5
201.422	41
202.687	36
203.954	37
205.219	39
206.486	38
207.751	39.5
209.017	39
210.281	38
211.547	40
212.811	37.5
214.076	39.5
215.339	39
216.603	35
217.867	39.5
219.13	34
220.395	31.5
221.657	35
222.921	35.5
224.183	37.5
225.445	30.5
226.708	34
227.97	32
229.232	31
230.493	31
231.754	32
233.016	32
234.277	32
235.537	30
236.799	34
238.059	29.5
