#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	a4
#Site=	plain
#Title=	bolusa4plain
#Remark=	com
#Date=	16.01.2026 12:17
#Acquired=	16.01.2026 12:17:44
100.687	28.5
101.971	32
103.254	30.5
104.537	29
105.82	35
107.103	33.5
108.387	31.5
109.669	33
110.951	32.5
112.233	26.5
113.514	32
114.796	34.5
116.077	33.5
117.358	36
118.639	32
119.919	27.5
121.2	34
122.48	32
123.76	35.5
125.039	35.5
126.319	34.5
127.598	34.5
128.877	27.5
130.156	32.5
131.435	35
132.713	40
133.992	33
135.268	36
136.546	34.5
137.824	38.5
139.101	38.5
140.378	40.5
141.655	38
142.932	38.5
144.209	37.5
145.485	44
146.76	36
148.036	44
149.312	39.5
150.587	34
151.862	44.5
153.138	44
154.411	43
155.686	48
156.96	47
158.235	45
159.509	43
160.781	44.5
162.055	43.5
163.328	42.5
164.602	43
165.873	44.5
167.146	42
168.419	44
169.691	39
170.962	43
172.234	40
173.506	45.5
174.777	40
176.047	43
177.318	42
178.589	44
179.859	37
181.129	42
182.4	42.5
183.668	44.5
184.938	43
186.207	44
187.476	46
188.746	41
190.013	44
191.282	46
192.551	44.5
193.818	43
195.086	41
196.353	36
197.621	47
198.887	40.5
200.154	43
201.422	39
202.687	42
203.954	37
205.219	40
206.486	39
207.751	39.5
209.017	42
210.281	39.5
211.547	37
212.811	39
214.076	39
215.339	36.5
216.603	37
217.867	33.5
219.13	36.5
220.395	35
221.657	38.5
222.921	36.5
224.183	35.5
225.445	37
226.708	33
227.97	34
229.232	33.5
230.493	28.5
231.754	33
233.016	31
234.277	35
235.537	32
236.799	32
238.059	31
239.318	32
240.579	27.5
241.839	34
243.098	31
244.358	34.5
245.617	29.5
246.875	31
248.133	36
249.393	31
250.651	31.5
251.908	33
253.166	30.5
254.424	32
255.681	29
256.938	30
258.195	33
259.451	30.5
260.709	29
261.965	31
263.221	29
264.476	31
265.732	32.5
266.988	35
268.243	31.5
269.498	30
270.753	33.5
272.007	31
273.261	31
274.515	25
275.769	29.5
277.022	27.5
278.277	29.5
279.53	30
280.783	28.5
282.036	28
283.289	33
284.541	29.5
285.793	34
287.045	27.5
288.297	33.5
289.548	30
290.8	29
292.051	29.5
293.302	28
294.552	23
295.803	32.5
297.053	28.5
298.303	32.5
299.553	31
300.803	29
302.053	28.5
303.302	30.5
304.551	30
305.8	31
307.047	31.5
308.296	25.5
