#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	a4
#Site=	plain
#Title=	bolusa4plain
#Remark=	com
#Date=	16.01.2026 12:31
#Acquired=	16.01.2026 12:31:53
100.687	28
101.971	37
103.254	33.5
104.537	38
105.82	34.5
107.103	36.5
108.387	30.5
109.669	32
110.951	31.5
112.233	33
113.514	34.5
114.796	32
116.077	31.5
117.358	37
118.639	29
119.919	33
121.2	35.5
122.48	32
123.76	40
125.039	32.5
126.319	38.5
127.598	35
128.877	34.5
130.156	40
131.435	41
132.713	37.5
133.992	38
135.268	39.5
136.546	42.5
137.824	45
139.101	44.5
140.378	42
141.655	42.5
142.932	47
144.209	42
145.485	48
146.76	47
148.036	46.5
149.312	49
150.587	47.5
151.862	45
153.138	47
154.411	46.5
155.686	49
156.96	52
158.235	52
159.509	52
160.781	44.5
162.055	49.5
163.328	53
164.602	52
165.873	47.5
167.146	46
168.419	47
169.691	50.5
170.962	42
172.234	42.5
173.506	41
174.777	49
176.047	48.5
177.318	45
178.589	51
179.859	50
181.129	45.5
182.4	48
183.668	48.5
184.938	52.5
186.207	48.5
187.476	50
188.746	43
190.013	50
191.282	46.5
192.551	49
193.818	53
195.086	51
196.353	48
197.621	48
198.887	46
200.154	43
201.422	46
202.687	47
203.954	38
205.219	44.5
206.486	43
207.751	42
209.017	44
210.281	42
211.547	36.5
212.811	36
214.076	39
215.339	43
216.603	38
217.867	40.5
219.13	37
220.395	34
221.657	34
222.921	33
224.183	33.5
225.445	37
226.708	35
227.97	37
229.232	35
230.493	34
231.754	34.5
233.016	34
234.277	30
235.537	36
236.799	26
238.059	29
239.318	27.5
240.579	35
241.839	34.5
243.098	31
244.358	34.5
245.617	35.5
246.875	31
248.133	36.5
249.393	31.5
250.651	35
251.908	32.5
253.166	30.5
254.424	33
255.681	33.5
256.938	33.5
258.195	32
259.451	30.5
260.709	34.5
261.965	30.5
263.221	31.5
264.476	27.5
265.732	32.5
266.988	32
268.243	32
269.498	32
270.753	33
272.007	31.5
273.261	29
274.515	26.5
275.769	30.5
277.022	29
278.277	32
279.53	32
280.783	30
282.036	24
283.289	30
284.541	27
285.793	28.5
287.045	27
288.297	24.5
289.548	32.5
290.8	29
292.051	29.5
293.302	27.5
294.552	31
295.803	33
297.053	28.5
298.303	30
299.553	29
300.803	34
302.053	31.5
303.302	27
304.551	33
305.8	31.5
307.047	30.5
308.296	29
309.544	25.5
310.792	27.5
312.04	27.5
313.288	25.5
314.535	32
315.783	32
317.03	30.5
318.275	29.5
319.522	27.5
320.768	31.5
322.015	27
323.261	32.5
324.505	27
325.751	30.5
326.997	24.5
328.242	27.5
329.487	28.5
330.73	28.5
331.975	30
333.22	33
334.464	30
335.707	31
336.95	31.5
338.194	29.5
339.438	30
340.68	27
341.923	31
343.166	27
344.407	29.5
345.649	29
346.892	29
348.132	29.5
349.374	27
350.616	31.5
351.856	27
353.097	29
354.337	34.5
355.578	34.5
356.818	27
358.058	27
359.298	26.5
360.536	29.5
361.776	26.5
363.016	28
364.254	30
365.493	27
366.731	31.5
367.97	30
369.207	32
370.446	28
371.683	28.5
372.921	28
374.157	30
375.395	28.5
376.631	31
377.868	28.5
379.104	27
380.341	25.5
381.576	31.5
382.813	29.5
384.048	27.5
385.284	27
386.518	26
387.753	26.5
388.988	33
390.222	28
391.457	26
392.691	26
393.924	31.5
395.159	29.5
396.392	27
397.624	32.5
398.858	25
400.091	29.5
401.323	30
402.556	29
403.788	26
405.019	28.5
406.252	31
407.483	30.5
408.714	31.5
409.945	28
411.177	27.5
412.407	29
413.637	29.5
414.867	25
416.099	25.5
417.328	27
418.558	28
419.787	28
421.016	29
422.246	32
423.475	29.5
424.703	28.5
425.931	29
427.159	27
428.388	27
429.616	27.5
430.843	30.5
432.071	29.5
433.298	29
434.524	28
435.751	29.5
436.977	24.5
438.204	29
439.431	30.5
440.657	24.5
441.883	29.5
443.108	31.5
444.333	31
445.558	31.5
446.783	29.5
448.008	31.5
449.232	30
450.457	31.5
451.681	32
452.905	32
454.128	30
455.352	34.5
456.575	29
457.798	32.5
459.021	27.5
460.244	34
461.466	30.5
462.689	32
463.909	32.5
465.131	33
466.353	35.5
467.575	34
468.796	31
470.017	36.5
471.238	37
472.459	40
473.679	43.5
474.898	41.5
476.118	49.5
477.338	47
478.558	55
479.778	56
480.997	58
482.215	63.5
483.434	67
484.653	74
485.871	76.5
487.09	77
