#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	a4
#Site=	plain
#Title=	bolusa4plain
#Remark=	com
#Date=	16.01.2026 12:36
#Acquired=	16.01.2026 12:36:52
100.687	30
101.971	32
103.254	36
104.537	35
105.82	33
107.103	33.5
108.387	28.5
109.669	33
110.951	33
112.233	31
113.514	36
114.796	33
116.077	37
117.358	35.5
118.639	32
119.919	35
121.2	34
122.48	39
123.76	38.5
125.039	36
126.319	34
127.598	33.5
128.877	35
130.156	42.5
131.435	39
132.713	40.5
133.992	41.5
135.268	43.5
136.546	39
137.824	41.5
139.101	41
140.378	43
141.655	39
142.932	41.5
144.209	41.5
145.485	41.5
146.76	44.5
148.036	40.5
149.312	42.5
150.587	45.5
151.862	50
153.138	46
154.411	48
155.686	47
156.96	47
158.235	48
159.509	44
160.781	49
162.055	49
163.328	47
164.602	43.5
165.873	46.5
167.146	43
168.419	49
169.691	47
170.962	42
172.234	47
173.506	45
174.777	46.5
176.047	45.5
177.318	47.5
178.589	47
179.859	44.5
181.129	45.5
182.4	49.5
183.668	47.5
184.938	52
186.207	51
187.476	49
188.746	48.5
190.013	49
191.282	44.5
192.551	47.5
193.818	49
195.086	49
196.353	44
197.621	49
198.887	47.5
200.154	46
201.422	48.5
202.687	39
203.954	45
205.219	39
206.486	41.5
207.751	46
209.017	41
210.281	40.5
211.547	33.5
212.811	41
214.076	39
215.339	38
216.603	34
217.867	40
219.13	40
220.395	34.5
221.657	38.5
222.921	42.5
224.183	36.5
225.445	34.5
226.708	36.5
227.97	32.5
229.232	31.5
230.493	34
231.754	34.5
233.016	37
234.277	32
235.537	30
236.799	31.5
238.059	29.5
239.318	33
240.579	36
241.839	32
243.098	32
244.358	31
245.617	34
246.875	32
248.133	36.5
249.393	37
250.651	36.5
251.908	27
253.166	29
254.424	28
255.681	34
256.938	30
258.195	31
259.451	33
260.709	29
261.965	30
263.221	26
264.476	32.5
265.732	32.5
266.988	27
268.243	30.5
269.498	25.5
270.753	32.5
272.007	31
273.261	31
274.515	29
275.769	30.5
277.022	29
278.277	25.5
279.53	30.5
280.783	26.5
282.036	29.5
283.289	30
284.541	26.5
285.793	27.5
287.045	27
288.297	33
289.548	33
290.8	29
292.051	28.5
293.302	27
294.552	28.5
295.803	28.5
297.053	26
298.303	28
299.553	31
300.803	28
302.053	28
303.302	28
304.551	27.5
305.8	28
307.047	29
308.296	32.5
309.544	33
310.792	28
312.04	28.5
313.288	30
314.535	31
315.783	29.5
317.03	33
318.275	31
319.522	29
320.768	29
322.015	28.5
323.261	27
324.505	25.5
325.751	31
326.997	32.5
328.242	28.5
329.487	29
330.73	30
331.975	28
333.22	31
334.464	30
335.707	30.5
336.95	28
338.194	27
339.438	28.5
340.68	28.5
341.923	26.5
343.166	28
344.407	27
345.649	25.5
346.892	31.5
348.132	30
349.374	28
350.616	30
351.856	29
353.097	24
354.337	28.5
355.578	30
356.818	35
358.058	30
359.298	29.5
360.536	30
361.776	31
363.016	26.5
364.254	27.5
365.493	30
366.731	29
367.97	30
369.207	25
370.446	28
371.683	29
372.921	30
374.157	28
375.395	27
376.631	32
377.868	31.5
379.104	32
380.341	28.5
381.576	29.5
382.813	26
384.048	28
385.284	30.5
386.518	30.5
387.753	29
388.988	28
390.222	31
391.457	29
392.691	29.5
393.924	26.5
395.159	27
396.392	31
397.624	30
398.858	25
400.091	28
401.323	28
402.556	27.5
403.788	26
405.019	29.5
406.252	30
407.483	31
408.714	28.5
409.945	26
411.177	26
412.407	28
413.637	27.5
414.867	30.5
416.099	29.5
417.328	29.5
418.558	23.5
419.787	28.5
421.016	28
422.246	27.5
423.475	26.5
424.703	29.5
425.931	29
427.159	29.5
428.388	29.5
429.616	26.5
430.843	28
432.071	28.5
433.298	26
434.524	29
435.751	24.5
436.977	29.5
438.204	30.5
439.431	28
440.657	29
441.883	27.5
443.108	30
444.333	31
445.558	31
446.783	32.5
448.008	33
449.232	30
450.457	29
451.681	28.5
452.905	25.5
454.128	27
455.352	30.5
456.575	29
457.798	28.5
459.021	34
460.244	32.5
461.466	32
462.689	32
463.909	29
465.131	34.5
466.353	33.5
467.575	32.5
468.796	36.5
470.017	36.5
471.238	42
472.459	36.5
473.679	42
474.898	42.5
476.118	43
477.338	45
478.558	44
479.778	54
480.997	61.5
482.215	65
483.434	69.5
484.653	70
485.871	79.5
487.09	78
488.307	76
489.525	78.5
490.743	78
491.96	72.5
493.176	66
494.394	66
495.611	62.5
496.826	57
498.043	58
499.259	56
500.474	54.5
501.69	52
502.906	46
504.121	46
505.336	45.5
506.551	45
507.765	44.5
508.98	44
510.195	37
511.408	35.5
512.622	39
513.835	37.5
515.049	38
516.263	33
517.475	34
518.689	34
519.9	37
521.113	33
522.325	35
523.537	34.5
524.748	37.5
525.961	31
527.171	32
528.383	27
529.594	32
530.805	31.5
532.015	29.5
533.226	29
534.435	29.5
535.646	31.5
536.855	30
538.066	30
539.274	27.5
540.483	31
541.693	29
542.901	29.5
544.11	27
545.318	31
546.526	28
547.734	29
548.942	29.5
550.149	30.5
551.357	26.5
552.563	29
553.77	29.5
554.978	30
556.184	26
557.389	30
558.596	30
559.802	31
561.007	28
562.212	28.5
563.419	29.5
564.623	22.5
565.828	29.5
567.032	28
568.238	27
569.442	28.5
570.646	30.5
571.849	29
573.054	28
574.257	31
575.46	28
576.663	26.5
577.866	28
579.068	29
580.272	27.5
581.474	26.5
582.676	31
583.877	28
585.079	26.5
586.28	30
587.481	28.5
588.682	27.5
589.883	31.5
591.083	26.5
592.285	29
593.485	28.5
594.685	25.5
595.885	30.5
597.084	25.5
598.284	26.5
599.483	25.5
600.682	25
601.881	29.5
603.08	31
604.278	30.5
605.476	26
606.674	26
607.872	27
609.07	30
610.266	28
611.463	29
612.661	27
613.857	27.5
615.054	28.5
616.251	30
617.447	29.5
618.643	29
619.839	29
621.035	28
622.229	30
623.425	29.5
624.62	28
625.815	26.5
627.01	25.5
628.205	27.5
629.398	32
630.592	34
631.786	33
632.98	28
634.172	28
635.366	26
636.559	27
637.753	25
638.944	25
640.137	26.5
641.33	31
642.522	27.5
643.713	28
644.905	32
646.097	27
647.287	31.5
648.478	31.5
649.67	30
650.859	27.5
652.05	33
653.241	28
654.43	24
655.621	29
656.811	29.5
657.999	29.5
659.189	26
660.378	27
661.567	30.5
662.755	28
663.944	29.5
665.133	32.5
666.32	31.5
667.508	30.5
668.695	27
669.884	29
671.07	30
672.258	30.5
673.444	32
674.631	33.5
675.817	30
677.004	33
678.19	35
679.376	39.5
680.561	35.5
681.746	33.5
682.932	35.5
684.117	38.5
685.302	37.5
686.487	38.5
687.672	39
688.856	41.5
690.039	40
691.224	34.5
692.407	34
693.59	37.5
694.774	41
695.957	44.5
697.14	39.5
698.323	38.5
699.505	41
700.687	39
701.87	46.5
703.052	52
704.233	51
705.414	48.5
706.597	63
707.778	66
708.958	65
710.139	61.5
711.32	59
712.5	50.5
713.68	46
714.86	41.5
716.039	40.5
717.22	36
718.399	35
719.578	34.5
720.757	31.5
721.935	31.5
723.114	27
724.292	28.5
725.471	29.5
726.649	30
727.827	27
729.004	30.5
730.182	29
731.359	30
732.536	27.5
733.712	32
734.889	29
736.065	29
737.242	30.5
738.418	22.5
739.593	29
740.769	29
741.945	31
743.12	30
744.295	24
745.47	25.5
746.644	27.5
747.819	34
748.993	27.5
750.168	27
751.342	28.5
752.515	26.5
753.689	22
754.862	28.5
756.036	28.5
757.209	30
758.382	28
759.553	26
760.725	29
761.898	25
763.07	28
764.242	29
765.414	26
766.584	31.5
767.755	32
768.927	23.5
770.098	29
771.269	27.5
772.438	32
773.608	24
774.779	28
775.949	32.5
777.117	31
778.287	30
779.457	29.5
780.626	35
781.794	31.5
782.963	28
784.132	29
785.299	34.5
786.468	33.5
787.636	35
788.803	38
789.971	33.5
791.139	33
792.305	33
793.472	29
794.638	31
795.805	33
796.972	31
798.138	33
799.304	30.5
800.469	32
801.635	28
802.801	27
803.966	28
805.131	29.5
806.295	28
807.461	28.5
808.624	27
809.789	29
810.952	31
812.117	28.5
813.28	30.5
814.444	28
815.607	28.5
816.769	25.5
817.933	23
819.095	28
820.258	25.5
821.42	27.5
822.583	30
823.744	31
824.905	29
826.068	27
827.228	27
828.389	27.5
829.551	26
830.711	30.5
831.871	31.5
833.032	29
834.192	27.5
835.352	25.5
836.513	29.5
837.672	23.5
838.831	29
839.99	27.5
841.15	29
842.308	31
843.466	29
844.624	25
845.784	30.5
846.941	31
848.099	31.5
849.256	27
850.414	27.5
851.572	28
852.729	27
853.886	25.5
855.042	28.5
856.198	28.5
857.355	26
858.512	28.5
859.668	28
860.823	30.5
861.979	28
863.134	29
864.289	33
865.444	35
866.599	27.5
867.753	28
868.908	28
870.062	33
871.216	28
872.37	26.5
873.523	30.5
874.677	27
875.83	30
876.983	29
878.136	33
879.289	25.5
880.441	30
881.594	30
882.746	27
883.898	26
885.05	26
886.201	25.5
887.353	27
888.504	29
889.655	29.5
890.806	24
891.956	29
893.107	25
