#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	at3
#Site=	plain
#Title=	bolusat3plain
#Remark=	com
#Date=	16.01.2026 16:36
#Acquired=	16.01.2026 16:36:06
100.564	30.5
101.847	34
103.131	34.5
104.414	32.5
105.697	34.5
106.979	31
108.262	34
109.544	32.5
110.826	33
112.109	31.5
113.391	27
114.672	31
115.954	28
117.235	37
118.515	30.5
119.796	33
121.076	32
122.357	34
123.637	31
124.916	37
126.196	34
127.475	32.5
128.754	32.5
130.033	38.5
131.31	35
132.589	34
133.867	34.5
135.145	35
136.423	38
137.701	37.5
138.978	38
140.256	35
141.533	36
142.809	37.5
144.086	39
145.361	41
146.637	41
147.913	37.5
149.189	38
150.464	41
151.74	38.5
153.014	36
154.288	41.5
155.563	40.5
156.838	46
158.112	46
159.385	42.5
160.659	41.5
161.932	39.5
163.206	42
164.479	42.5
165.751	41
167.024	40
168.296	43.5
169.567	41
170.84	42.5
172.112	40
173.383	43
174.654	44
175.925	36
177.196	38
178.466	41
179.737	43
181.007	42.5
182.276	43.5
183.546	41.5
184.816	42.5
186.085	42.5
187.354	40.5
188.624	40
189.891	43.5
191.16	41.5
192.427	41
193.696	39.5
194.964	44.5
196.231	41
197.499	41
198.765	42.5
200.033	42
201.298	38
202.566	37
203.831	40
205.098	38
206.363	38.5
207.629	40.5
208.894	34.5
210.159	36.5
211.424	38
212.689	35
213.953	35.5
215.218	34
216.481	34
217.746	32
219.009	38
220.273	34.5
221.536	33
222.798	35.5
224.062	34.5
225.323	34
226.587	29.5
227.848	31
229.109	34.5
230.372	32
231.633	34
232.894	33.5
234.156	30.5
235.416	34
236.678	36
237.937	38.5
239.197	33
240.457	33
241.717	30
242.976	31.5
244.235	29.5
245.495	29.5
246.754	31
248.012	32.5
249.27	27.5
250.529	26.5
251.787	26
253.045	33
254.302	31
255.56	29.5
256.817	31
258.074	29
259.33	25
260.586	31
261.844	35
263.1	32.5
264.355	29.5
265.611	29
266.866	28.5
268.121	29.5
269.377	29.5
270.632	31.5
271.886	34
273.14	29
274.394	30.5
275.648	30
276.902	26
278.155	28
279.408	32
280.663	31.5
281.915	27
283.168	29.5
284.42	30
285.673	28
286.925	31.5
288.176	30.5
289.428	30
290.679	27.5
291.93	24
293.181	31
294.432	33
295.683	29
296.933	31
298.183	30
299.433	28
300.683	28
301.932	26.5
303.182	31.5
304.429	25
305.678	27
306.927	28.5
308.176	28.5
309.424	28
310.672	29.5
311.92	32
313.168	31
314.415	29
315.661	26.5
316.908	26
318.155	31
319.402	24
320.648	30.5
321.895	29
323.139	28.5
324.385	31
325.631	26
326.877	30
328.122	27
329.366	32
330.611	26.5
331.855	29
333.1	29
334.343	29
335.587	30
336.831	27.5
338.074	31
339.317	31.5
340.56	24.5
341.803	29.5
343.044	27
344.287	29
345.53	26
346.771	28.5
348.013	29
349.255	27
350.495	26
351.736	28.5
352.978	32
354.217	29.5
355.458	29
356.699	28.5
357.938	32
359.178	31
360.417	26.5
361.657	28.5
362.895	32.5
364.135	26.5
365.374	30.5
366.612	30
367.851	27.5
369.088	30.5
370.327	26
371.564	30
372.802	27
374.038	30.5
375.276	27
376.512	30.5
377.749	30
378.985	29.5
380.222	26
381.457	29
382.692	30
383.929	32.5
385.164	32.5
386.4	33
387.634	30
388.869	23.5
390.103	31
391.337	26.5
392.572	29.5
393.805	32.5
395.038	28
396.273	25
397.506	30.5
398.74	29
399.972	29
401.204	30
402.437	28
403.669	29.5
404.901	28.5
406.132	33.5
407.365	27
408.596	25
409.826	33
411.058	30
412.289	30
413.519	29.5
414.749	29
415.98	26
417.21	28
418.439	25.5
419.668	33
420.897	28.5
422.128	30
423.356	33
424.585	29.5
425.813	27
427.041	26
428.269	29
429.498	31
430.725	33
431.952	27.5
433.179	33
434.406	30.5
435.633	25
436.859	31
438.085	28
439.312	30.5
440.537	25
441.764	32
442.99	31
444.215	28
445.44	26
446.665	32.5
447.89	28.5
449.114	35
450.339	32.5
451.563	29.5
452.787	31
454.01	32
455.234	33
456.457	26
457.68	31.5
458.903	31
460.126	32
461.348	27.5
462.569	30.5
463.792	29
465.013	38
466.235	33.5
467.457	37.5
468.678	32.5
469.899	38
471.12	35
472.341	36.5
473.56	36.5
474.781	35.5
476.001	40
477.221	42
478.441	42
479.66	49.5
480.878	45.5
482.098	56.5
483.317	50.5
484.535	58
485.754	62.5
486.971	66
488.189	65.5
489.407	62
490.625	61.5
491.842	62.5
493.059	62
494.276	59
495.493	51
496.709	53
497.926	48.5
499.142	46
500.357	46
501.573	44
502.789	43
504.003	40
505.219	40.5
506.434	38.5
507.648	34
508.863	42
510.078	40.5
511.291	32
512.505	38
513.718	35.5
514.932	34
516.145	35.5
517.358	32.5
518.572	33
519.783	32
520.997	31.5
522.208	32.5
523.421	31.5
524.632	34
525.844	33.5
527.055	30
528.266	30
529.477	31
530.688	32
531.898	31.5
533.109	32
534.319	33
535.53	30.5
536.739	32
537.948	27
539.158	30.5
540.366	30.5
541.576	30.5
542.784	31.5
543.994	32
545.201	31
546.409	29.5
547.618	23
548.825	29
550.032	31
551.24	28.5
552.447	26
553.654	31.5
554.861	26.5
556.067	31.5
557.273	29
558.48	27
559.686	29
560.891	29.5
562.096	29.5
563.302	27
564.507	26.5
565.712	30
566.916	25.5
568.122	30
569.326	28
570.529	30
571.733	28.5
572.936	27
