#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	at3
#Site=	plain
#Title=	bolusat3plain
#Remark=	com
#Date=	16.01.2026 17:02
#Acquired=	16.01.2026 17:02:06
100.564	28
101.847	35
103.131	30.5
104.414	32
105.697	28
106.979	30
108.262	28.5
109.544	28
110.826	31
112.109	31
113.391	32.5
114.672	29
115.954	28
117.235	32
118.515	34
119.796	29
121.076	32
122.357	28.5
123.637	37
124.916	28
126.196	33
127.475	31
128.754	33.5
130.033	35
131.31	33
132.589	30.5
133.867	40.5
135.145	37
136.423	34
137.701	38
138.978	35
140.256	38
141.533	35.5
142.809	36
144.086	35
145.361	35
146.637	38.5
147.913	37.5
149.189	39.5
150.464	38
151.74	39
153.014	41.5
154.288	43
155.563	41
156.838	38.5
158.112	45
159.385	38
160.659	43
161.932	38
163.206	41.5
164.479	41
165.751	41.5
167.024	42
168.296	42.5
169.567	41
170.84	42.5
172.112	41.5
173.383	36.5
174.654	40
175.925	38
177.196	40
178.466	39.5
179.737	38.5
181.007	40.5
182.276	35.5
183.546	45.5
184.816	40.5
186.085	41
187.354	38
188.624	45
189.891	39.5
191.16	44
192.427	36
193.696	41.5
194.964	32
196.231	48.5
197.499	39.5
198.765	39
200.033	37
201.298	41
202.566	34.5
203.831	42
205.098	37
206.363	37.5
207.629	39
208.894	31
210.159	33
211.424	36
212.689	38
213.953	32
215.218	34
216.481	34
217.746	34
219.009	36
220.273	32.5
221.536	32.5
222.798	32
224.062	31.5
225.323	35.5
226.587	31
227.848	32
229.109	34
230.372	34
231.633	30.5
232.894	34
234.156	31.5
235.416	31.5
236.678	29
237.937	33
239.197	30.5
240.457	33
241.717	29
242.976	27
244.235	29.5
245.495	34.5
246.754	31
248.012	29.5
249.27	28
250.529	27
251.787	29.5
253.045	27
254.302	28
255.56	30
256.817	32
258.074	28.5
259.33	29
260.586	29
261.844	33.5
263.1	29.5
264.355	33
265.611	25.5
266.866	33.5
268.121	29.5
269.377	31.5
270.632	28
271.886	27.5
273.14	28
274.394	26
275.648	31
276.902	32.5
278.155	29.5
279.408	27.5
280.663	30.5
281.915	30.5
283.168	26.5
284.42	30.5
285.673	26
286.925	29.5
288.176	29
289.428	30
290.679	31
291.93	30
293.181	33.5
294.432	27
295.683	28.5
296.933	29
298.183	28.5
299.433	25
300.683	27
301.932	26.5
303.182	29
304.429	27
305.678	25.5
306.927	26.5
308.176	26.5
309.424	31
310.672	25.5
311.92	32
313.168	27
314.415	28
315.661	29
316.908	27.5
318.155	30.5
319.402	27
320.648	31
321.895	27
323.139	28
324.385	26.5
325.631	22.5
326.877	26
328.122	29
329.366	28
330.611	29
