#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	at3
#Site=	plain
#Title=	bolusat3plain
#Remark=	com
#Date=	16.01.2026 17:10
#Acquired=	16.01.2026 17:10:27
100.564	29.5
101.847	29
103.131	31.5
104.414	28
105.697	30.5
106.979	30.5
108.262	29.5
109.544	29.5
110.826	31
112.109	29
113.391	32.5
114.672	30
115.954	29.5
117.235	33.5
118.515	34
119.796	32
121.076	28.5
122.357	32
123.637	32
124.916	31
126.196	32
127.475	29
128.754	34
130.033	34.5
131.31	32.5
132.589	35
133.867	35
135.145	33
136.423	39.5
137.701	34.5
138.978	39
140.256	38
141.533	37
142.809	37
144.086	34.5
145.361	36
146.637	38
147.913	34
149.189	38
150.464	40.5
151.74	41
153.014	41.5
154.288	41.5
155.563	37
156.838	41
158.112	42
159.385	41.5
160.659	38.5
161.932	39.5
163.206	39.5
164.479	40
165.751	38.5
167.024	39.5
168.296	37.5
169.567	37.5
170.84	35
172.112	40.5
173.383	40
174.654	37
175.925	40
177.196	39
178.466	37.5
179.737	40
181.007	43.5
182.276	42.5
183.546	43
184.816	33
186.085	42.5
187.354	40
188.624	45.5
189.891	38.5
191.16	42
192.427	36
193.696	44
194.964	41.5
196.231	38.5
197.499	41.5
198.765	41.5
200.033	31
201.298	37
202.566	38
203.831	37
205.098	35
206.363	30.5
207.629	35.5
208.894	35
210.159	31
211.424	30
212.689	35
213.953	37
215.218	32.5
216.481	34
217.746	36
219.009	33
220.273	34
221.536	35.5
222.798	31
224.062	33
225.323	29
226.587	28.5
227.848	31
229.109	28
230.372	34
231.633	28
232.894	31
234.156	30.5
235.416	27
236.678	30
237.937	29
239.197	33.5
240.457	34.5
241.717	32.5
242.976	31
244.235	28
245.495	32
246.754	30
248.012	28
249.27	29
250.529	25.5
251.787	33.5
253.045	27
254.302	30.5
255.56	29.5
256.817	31.5
258.074	31
259.33	31
260.586	27
261.844	33
263.1	31
264.355	34
265.611	29
266.866	32.5
268.121	34
269.377	31.5
270.632	32
271.886	26.5
273.14	25
274.394	27.5
275.648	25
276.902	27.5
278.155	24.5
279.408	25.5
280.663	25
281.915	26
283.168	30
284.42	27
285.673	25.5
286.925	27
288.176	24
289.428	24
290.679	23
291.93	26.5
293.181	27
294.432	24
295.683	29
296.933	29.5
298.183	31.5
299.433	26
300.683	25.5
301.932	25.5
303.182	24
304.429	31.5
305.678	24
306.927	27.5
308.176	27.5
309.424	29
310.672	25
311.92	28
313.168	30.5
314.415	30.5
315.661	32
316.908	31
318.155	31.5
319.402	26.5
320.648	24.5
321.895	26
323.139	30.5
324.385	27
325.631	27.5
326.877	29.5
328.122	28.5
329.366	25
330.611	24.5
331.855	28.5
333.1	26
334.343	28.5
335.587	29.5
336.831	31.5
338.074	30
339.317	27.5
340.56	27.5
341.803	31
343.044	21.5
344.287	29
345.53	28
346.771	29
348.013	29
349.255	26
350.495	28
351.736	28
352.978	31.5
354.217	34
355.458	30
356.699	31
357.938	27.5
359.178	30
360.417	30
361.657	25
362.895	29.5
364.135	30.5
365.374	27
366.612	31
367.851	26
369.088	30
370.327	25
371.564	27.5
372.802	31
374.038	26.5
375.276	25.5
376.512	30.5
377.749	28
378.985	26
380.222	29
381.457	27.5
382.692	24
383.929	30
385.164	26.5
386.4	27.5
387.634	25.5
388.869	30.5
390.103	30
391.337	24.5
392.572	28.5
393.805	25.5
395.038	29
396.273	27
397.506	23
398.74	28
399.972	26
401.204	28
402.437	32.5
403.669	25.5
404.901	29
406.132	26
407.365	26.5
408.596	25
409.826	31
411.058	25.5
412.289	25
413.519	30.5
414.749	28.5
415.98	25
417.21	29.5
418.439	29.5
419.668	26
420.897	28
422.128	27
423.356	26.5
424.585	27.5
425.813	27.5
427.041	29
428.269	27
429.498	27
430.725	26.5
431.952	31.5
433.179	31
434.406	26.5
435.633	27.5
436.859	29.5
438.085	30
439.312	29.5
440.537	25.5
441.764	27.5
442.99	29.5
444.215	27
445.44	28.5
446.665	27
447.89	26
449.114	32.5
450.339	27
451.563	28.5
452.787	28
454.01	30.5
455.234	26.5
456.457	26
457.68	29.5
458.903	26
460.126	29.5
461.348	26.5
462.569	32
463.792	28
465.013	29
466.235	31.5
467.457	31
468.678	31.5
469.899	29.5
471.12	29
472.341	38
473.56	32
474.781	38
476.001	36
477.221	35.5
478.441	39
479.66	45
480.878	47
482.098	50
483.317	47
484.535	48
485.754	57.5
486.971	57.5
488.189	58
489.407	64
490.625	59
491.842	50
493.059	53
494.276	52
495.493	54
496.709	52
497.926	45
499.142	42.5
500.357	40
501.573	38
502.789	38
504.003	35.5
505.219	43
506.434	36.5
507.648	40.5
508.863	39
510.078	34
511.291	36
512.505	32
513.718	36.5
514.932	30.5
516.145	31
517.358	26
518.572	31.5
519.783	31.5
520.997	32
522.208	32.5
523.421	33
524.632	32.5
525.844	29
527.055	26.5
528.266	31.5
529.477	32
530.688	29.5
531.898	32.5
533.109	29
534.319	26
535.53	27
536.739	29
537.948	29
539.158	29.5
540.366	29
541.576	24
542.784	31
543.994	27
545.201	31
546.409	29
547.618	28.5
548.825	24.5
550.032	25
551.24	29.5
552.447	27
553.654	28
554.861	26.5
556.067	29.5
557.273	28.5
558.48	28.5
559.686	21.5
560.891	24
562.096	29.5
563.302	31
564.507	26.5
565.712	23.5
566.916	28
568.122	32
569.326	25.5
570.529	26.5
571.733	29.5
572.936	29
574.141	31
575.344	30
576.547	28.5
577.75	28
578.952	27
580.154	28
581.358	27
582.56	31
583.761	30.5
584.963	27
586.164	28.5
587.365	29.5
588.566	22.5
589.767	31
590.967	28.5
592.168	26.5
593.369	31
594.569	24
595.769	30
596.969	29
598.168	30
599.367	27.5
600.566	24.5
601.765	26
602.964	26
604.162	29
605.361	25.5
606.559	25
607.757	27.5
608.953	28
610.151	30.5
611.348	29.5
612.545	23
613.742	26
614.939	24
616.135	23
617.332	26.5
618.528	27
619.724	27
620.918	26.5
622.114	25.5
623.309	31
624.505	25.5
625.7	28
