#Acq. time (s)=	5
#Accumulations=	5
#Range (cm-¹)=	100...3500
#Windows=	4
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	verificaciones
#Sample=	at3
#Site=	plain
#Title=	bolusat3plain
#Remark=	com
#Date=	16.01.2026 16:38
#Acquired=	16.01.2026 16:38:27
100.564	29.5
101.847	32
103.131	31.5
104.414	30
105.697	34
106.979	31
108.262	28.5
109.544	28
110.826	31
112.109	30
113.391	29
114.672	34
115.954	31
117.235	32
118.515	29.5
119.796	29.5
121.076	29.5
122.357	31.5
123.637	33
124.916	29.5
126.196	35.5
127.475	32
128.754	32
130.033	33.5
131.31	36
132.589	34
133.867	34.5
135.145	35.5
136.423	38.5
137.701	38
138.978	34
140.256	37
141.533	34
142.809	37
144.086	32.5
145.361	39
146.637	39.5
147.913	39
149.189	42.5
150.464	39.5
151.74	36.5
153.014	39
154.288	38.5
155.563	44.5
156.838	32
158.112	41.5
159.385	41.5
160.659	38
161.932	41
163.206	41
164.479	39.5
165.751	37.5
167.024	40
168.296	41
169.567	39.5
170.84	40
172.112	39
173.383	36
174.654	39.5
175.925	38.5
177.196	43.5
178.466	43
179.737	42.5
181.007	36.5
182.276	40
183.546	44.5
184.816	38
186.085	40
187.354	42
188.624	37
189.891	43.5
191.16	43.5
192.427	41
193.696	40
194.964	40.5
196.231	40
197.499	41
198.765	34.5
200.033	37.5
201.298	38
202.566	40
203.831	41
205.098	36.5
206.363	37
207.629	40.5
208.894	36
210.159	39
211.424	33
212.689	38
213.953	32.5
215.218	35.5
216.481	35
217.746	31
219.009	33
220.273	30.5
221.536	34
222.798	37
224.062	31.5
225.323	30
226.587	28
227.848	36.5
229.109	29.5
230.372	33.5
231.633	33
232.894	29.5
234.156	29.5
235.416	32.5
236.678	33
237.937	28.5
239.197	31
240.457	32.5
241.717	31
242.976	28
244.235	30.5
245.495	29
246.754	32.5
248.012	26.5
249.27	28.5
250.529	30.5
251.787	32.5
253.045	27
254.302	29.5
255.56	31.5
256.817	28
258.074	28
259.33	30.5
260.586	31.5
261.844	28
263.1	30
264.355	33
265.611	29
266.866	32
268.121	33
269.377	27
270.632	30
271.886	30.5
273.14	28
274.394	25
275.648	23
276.902	30.5
278.155	25.5
279.408	27
280.663	26
281.915	26
283.168	26
284.42	30.5
285.673	28
286.925	28
288.176	30
289.428	28.5
290.679	26
291.93	28
293.181	31
294.432	30.5
295.683	26
296.933	28.5
298.183	25.5
299.433	28
300.683	30
301.932	31.5
303.182	29
304.429	25
305.678	28
306.927	26
308.176	31.5
309.424	28.5
310.672	28
311.92	29.5
313.168	26
314.415	28
315.661	25
316.908	25.5
318.155	27.5
319.402	26
320.648	30.5
321.895	32
323.139	28
324.385	30.5
325.631	33
326.877	29
328.122	29
329.366	24.5
330.611	25.5
331.855	28
333.1	30.5
334.343	27
335.587	32
336.831	31
338.074	26
339.317	28.5
340.56	26.5
341.803	27.5
343.044	28.5
344.287	24.5
345.53	26.5
346.771	27
348.013	28.5
349.255	28
350.495	28.5
351.736	33.5
352.978	29.5
354.217	33.5
355.458	33
356.699	31
357.938	28.5
359.178	32
360.417	29
361.657	31
362.895	24
364.135	31
365.374	26.5
366.612	27
367.851	29.5
369.088	29.5
370.327	30.5
371.564	26
372.802	27.5
374.038	28.5
375.276	25.5
376.512	28.5
377.749	24.5
378.985	32
380.222	27
381.457	26.5
382.692	28.5
383.929	26
385.164	27
386.4	29
387.634	27
388.869	27
390.103	23
